title,rating,price,fan_rpm,noise_level,color,radiator_size
ID-COOLING FX360 ARGB,None,None,500 - 1800 RPM,35.2 dB,Black,360 mm
Thermaltake TH420 V2 ARGB Sync,None,$147.69,500 - 1800 RPM,34.7 dB,White,420 mm
Zalman CNPS16X,None,$24.98,800 - 1500 RPM,27 dB,Black,None
Deepcool AG400 LED,None,None,500 - 2000 RPM,31.6 dB,Black / Silver,None
ID-COOLING SPACE LCD,None,None,500 - 1800 RPM,35.2 dB,Black,360 mm
Deepcool CASTLE 360EX,4.5,None,500 - 1800 RPM,32.1 dB,Black,360 mm
Thermalright Assassin King 120,5.0,None,1500 RPM,25.6 dB,White / Silver,None
Zalman CNPS9X Performa,5.0,$24.95,700 - 1800 RPM,28 dB,Black,None
Cooler Master MasterLiquid ML240 Illusion,4.0,None,650 - 1800 RPM,6 - 30 dB,White,240 mm
Corsair iCUE H60i RGB PRO XT,None,None,2400 RPM,10 - 37 dB,Black,120 mm
Ocypus Iota L24,None,$83.99,500 - 2000 RPM,29 dB,Black,240 mm
Iceberg Thermal IceSLEET G6 Stealth,5.0,$37.90,600 - 1400 RPM,26 dB,Black / Blue,None
Xilence I200,None,$43.00,2200 RPM,25 dB,Black / Silver,None
Dynatron R24,None,$42.50,1500 - 7000 RPM,16 - 47.5 dB,None,None
ARCTIC Freezer 34 eSports,4.0,None,200 - 2100 RPM,28 dB,Red / Black,None
Cooler Master MasterLiquid ML240L ARGB V2,5.0,None,650 - 1800 RPM,8 - 27 dB,White,240 mm
GameMax Ice Force,None,None,800 - 1600 RPM,None,Black,None
Scythe Ninja 5,4.5,None,300 - 800 RPM,4 - 14.5 dB,Black,None
Fractal Design Celsius S24 Blackout,None,None,500 - 2000 RPM,32.2 dB,Black,240 mm
Gigabyte AORUS LIQUID COOLER,4.0,None,2500 RPM,18 - 39.5 dB,Black,360 mm
Mars Gaming ML-ONE,None,None,600 - 1800 RPM,9 - 26 dB,White,120 mm
MSI MPG CORELIQUID K240 V2,None,$99.99,None,39.9 dB,Black,240 mm
Thermaltake TH120 V2 ARGB Sync,None,$79.98,500 - 2000 RPM,25.8 dB,White,120 mm
MSI MPG CORELIQUID D240,None,$149.00,None,None,Black,240 mm
Mars Gaming MCPU-XT,None,None,800 - 1600 RPM,9 - 26 dB,Black,None
Enermax ETS-T50 AXE ARGB,4.5,$88.60,500 - 1600 RPM,14 - 24 dB,White,None
TRYX PANORAMA,None,$319.99,500 - 1650 RPM,32 dB,White,280 mm
ID-COOLING SE-224-XTS,None,$24.99,600 - 1500 RPM,28.9 dB,Black / Silver,None
Lian Li Galahad AIO240 (2022),4.5,None,800 - 1900 RPM,32 dB,Black / Silver,240 mm
ID-COOLING PINKFLOW 360,4.0,None,900 - 2000 RPM,16.3 - 33.5 dB,Pink,360 mm
Xilence A200,None,None,2200 RPM,32 dB,Black / Silver,None
Thermalright Frost Spirit 140 V3 BLACK,4.0,None,1500 RPM,25.6 dB,Black,None
Thermalright Frozen Vision 360,None,None,2150 RPM,27 dB,Black,360 mm
Cooler Master i71C RGB,4.0,None,650 - 1800 RPM,None,Black,None
Asus ROG STRIX LC 120 RGB,5.0,$311.00,800 - 2500 RPM,37.6 dB,Black,120 mm
MSI MPG CORELIQUID K360,4.0,None,None,39.9 dB,Black,360 mm
be quiet! Dark Rock Pro 3,4.5,None,1400 - 1700 RPM,13.2 - 26.1 dB,None,None
be quiet! Dark Rock 3,4.5,None,400 - 1400 RPM,8.4 - 21.1 dB,None,None
Jonsbo CR-1400,None,None,900 - 2300 RPM,20 - 30.5 dB,Black,None
PC Cooler DS360,None,$149.99,500 - 2200 RPM,32 dB,White,360 mm
Deepcool GAMMAXX GTE V2,5.0,None,500 - 1650 RPM,27.8 dB,White,None
Noctua NH-U12S TR4-SP3,5.0,$99.95,300 - 1500 RPM,18.6 - 22.4 dB,None,None
Deepcool GAMMAXX L240 A-RGB,2.0,None,500 - 1800 RPM,30 dB,Black,240 mm
iBuypower AW4,None,$79.98,700 - 2000 RPM,38 dB,White,240 mm
ARCTIC Alpine AM4 CO,None,$19.76,100 - 2700 RPM,None,Black,None
ID-COOLING IS-50X V3,None,None,500 - 2000 RPM,31.2 dB,Black / Gray,None
Cooler Master MASTERLIQUID PL360 FLUX,3.0,None,None,32 dB,White,360 mm
EVGA CLC 360,4.0,None,500 - 2400 RPM,16 - 39.9 dB,Black,360 mm
Deepcool AN600,None,None,500 - 1850 RPM,20.4 - 24.2 dB,Black / Silver,None
Thermalright Frozen Notte ARGB V2,None,None,2000 RPM,27.7 dB,White,240 mm
Thermalright Royal Pretor 130,None,$48.59,1750 RPM,28.3 dB,Black / Silver,None
Thermaltake TH280 V2 Ultra ARGB Sync,None,$159.99,500 - 2000 RPM,34.7 dB,White,280 mm
Silverstone SST-XE01-1700A,None,$40.03,1000 - 5500 RPM,58.1 dB,Black,None
Jonsbo CR-1000 EVO Color White,2.0,$24.99,600 - 1500 RPM,22 - 32 dB,White,None
Lian Li Galahad AIO360 (2022),None,None,800 - 1900 RPM,32 dB,White / Silver,360 mm
Mars Gaming ML-ONE,None,None,600 - 1800 RPM,9 - 26 dB,White,240 mm
Enermax LIQMAXFLO SR 240,None,None,500 - 1800 RPM,23.46 dB,Black,240 mm
ARCTIC Freezer A13 X,5.0,$28.97,300 - 2000 RPM,None,Black / White,None
EVGA CLC 280,4.5,None,600 - 2200 RPM,16 - 39.5 dB,None,280 mm
Cooler Master Hyper TX3 Evo,4.0,None,800 - 2200 RPM,None,None,None
NZXT Kraken X61,4.0,None,800 - 2000 RPM,20 - 37 dB,None,280 mm
Vetroo V240,None,$59.99,800 - 1800 RPM,30.8 dB,Pink,240 mm
Mars Gaming ML-ONE,None,None,600 - 1800 RPM,9 - 26 dB,White,360 mm
Cougar Poseidon Elite ARGB 360,None,$155.94,500 - 2200 RPM,33.5 dB,White,360 mm
Enermax LIQMAX III 360 ARGB,5.0,$177.33,500 - 1600 RPM,14 - 27 dB,White / Black,360 mm
BitFenix Cube ARGB,None,None,2000 RPM,34 dB,Black,360 mm
Thermalright Frozen Warframe ARGB,None,None,1750 RPM,29.8 dB,Black,420 mm
Cooler Master i70,None,$19.98,1800 RPM,28 dB,Black / Silver,None
NZXT Kraken X53 RGB,4.0,Out of stock$159.99,500 - 1500 RPM,22 - 33 dB,White / Black,240 mm
Asus ROG STRIX LC III ARGB,None,$179.99,800 - 2200 RPM,36 dB,Black,240 mm
ID-COOLING DASHFLOW 240 BASIC,4.0,None,700 - 1800 RPM,15.2 - 35.2 dB,White,240 mm
Corsair H55,4.0,None,1700 RPM,30.32 dB,None,120 mm
SilentiumPC Fera 5,5.0,None,300 - 1800 RPM,None,Black / Silver,None
ID-COOLING PINKFLOW 240 V2,None,None,900 - 2000 RPM,16.3 - 33.5 dB,Pink,240 mm
AQIRYS Hydra ARGB,None,None,800 - 2000 RPM,25 - 34 dB,Black,360 mm
ID-COOLING ZOOMFLOW X,4.5,$81.00,700 - 1500 RPM,18 - 26.4 dB,Black,240 mm
Phanteks Glacier One D30 X2,None,None,250 - 2000 RPM,35.13 dB,Black,360 mm
ID-COOLING DASHFLOW BASIC,None,None,700 - 1800 RPM,15.2 - 35.2 dB,White,360 mm
Scythe Big Shuriken 3,4.5,None,300 - 1800 RPM,2.7 - 30.4 dB,Black / Silver,None
darkFlash Darkair,None,None,800 - 1600 RPM,None,Black,None
GAMDIAS CHIONE P3-360U,None,None,800 - 2000 RPM,10 - 31 dB,Black,360 mm
Azza CUBE 240,None,$79.98,500 - 2000 RPM,34 dB,Black,240 mm
ARCTIC Freezer i13 X,5.0,$29.99,300 - 2000 RPM,None,Black / White,None
Thermaltake ASTRIA 200 ARGB,None,$44.98,500 - 1800 RPM,26.8 dB,White,None
Gigabyte AORUS WATERFORCE 360,None,None,950 - 2150 RPM,16.9 - 31 dB,Black,360 mm
Jonsbo CR-3000 ARGB,4.0,None,600 - 1500 RPM,22 - 32 dB,White,None
Thermalright Grand Vision ARGB,None,None,2150 RPM,29.4 dB,White,240 mm
Gigabyte AORUS WATERFORCE X,4.5,None,800 - 2500 RPM,7.9 - 37.6 dB,Black,240 mm
Lian Li Galahad AIO360 (2022),4.5,None,800 - 1900 RPM,32 dB,Black / Silver,360 mm
Reeven Steropes RC-1206b,None,None,500 - 2000 RPM,9.32 - 33.67 dB,None,None
upHere CCF150CF,None,None,600 - 1800 RPM,16.1 - 27.7 dB,Black,None
Lian Li GALAHAD AIO 240 RGB,4.0,None,800 - 1900 RPM,None,Black / Silver,240 mm
Thermalright SI-100,None,$28.29,2000 RPM,27.7 dB,Gray / Silver,None
Silverstone VIDA 240 SLIM,4.0,$147.00,300 - 1800 RPM,15.9 - 33.9 dB,Black,240 mm
Alphacool Eisbaer 420,None,Out of stock$151.45,1100 RPM,29.4 dB,Black / Blue,420 mm
Deepcool GAMMAXX 200T,4.5,None,900 - 1600 RPM,17.8 - 26.1 dB,None,None
BitFenix Cube ARGB,None,None,2000 RPM,34 dB,Black,240 mm
Jonsbo CR-2000GT RGB,None,None,700 - 1500 RPM,18.1 - 29.5 dB,Black,None
Thermalright Assassin Spirit 120,None,None,1500 RPM,25.6 dB,Gray / Silver,None
Thermaltake Water 3.0 360 ARGB Sync Edition,4.0,None,500 - 1500 RPM,25.8 dB,Black,360 mm
Intel BXRTS2011LC,4.0,None,2200 RPM,None,None,120 mm
ARCTIC Freezer 13 CO,4.5,None,600 - 2000 RPM,24.4 dB,None,None
Thermalright Frost Tower 120,None,None,1850 RPM,29.6 dB,None,None
Asus ROG RYUO 120 RGB,4.0,$216.32,800 - 2500 RPM,37 dB,Black,120 mm
Thermaltake TH360 ARGB Sync,None,None,1500 RPM,28.2 dB,White,360 mm
Xilence I350PWM,None,None,800 - 2500 RPM,17.6 - 26.4 dB,Red / Black,None
ARCTIC Freezer 34,4.0,None,200 - 1800 RPM,None,Black / Silver,None
Geometric Future Eskimo Junior 36,None,$79.90,2000 RPM,29 dB,White,360 mm
Thermaltake TOUGHLIQUID Ultra,None,$189.99,500 - 2000 RPM,33.2 dB,Black,280 mm
Cooler Master MASTERLIQUID PL240 FLUX,None,$139.12,None,32 dB,White,240 mm
Antec Symphony ARGB,5.0,$134.25,800 - 1600 RPM,20 - 35 dB,Black,240 mm
be quiet! Pure Loop 120,4.0,$148.59,None,18.9 - 36.1 dB,Black,120 mm
ID-COOLING SE-214-XT BASIC,None,None,700 - 1800 RPM,35.2 dB,Gray / Silver,None
GAMDIAS BOREAS P1-720,None,$47.49,800 - 2000 RPM,10 - 31 dB,Black,None
Thermaltake TOUGHAIR 710,5.0,$86.99,300 - 1400 RPM,18.5 - 23.9 dB,Black,None
Alpenf\xc3\xb6hn Brocken 4 Max,None,None,400 - 1800 RPM,22.8 - 24.7 dB,Black,None
GameMax Sigma 550 Infinity,None,None,800 - 1800 RPM,32.5 dB,White,None
Enermax LIQMAXFLO 360,None,None,500 - 1800 RPM,23.46 dB,Black,360 mm
Thermaltake TH420 V2 Ultra EX ARGB Sync,5.0,None,500 - 2000 RPM,30.7 dB,Black,420 mm
Gelid Solutions Liquid 120,None,None,750 - 1800 RPM,29.6 dB,Black,120 mm
Alpenf\xc3\xb6hn BEN NEVIS,5.0,None,400 - 1600 RPM,8 - 20.2 dB,None,None
ID-COOLING SE-214-XT PRO,5.0,None,600 - 1500 RPM,28.9 dB,Black / Silver,None
GAMDIAS BOREAS M2-51D,None,None,800 - 1800 RPM,10 - 32 dB,Black,None
Ocypus Delta A62 ARGB,None,$39.99,500 - 2000 RPM,29 dB,Black,None
Jonsbo HX6200D,None,$117.99,700 - 1800 RPM,18.6 - 29.7 dB,White,None
Mars Gaming ML-ONE,None,None,600 - 1800 RPM,9 - 26 dB,Black,240 mm
Asus ROG STRIX LC 240 RGB White Edition,4.0,$184.99,800 - 2500 RPM,37.6 dB,White,240 mm
TRYX PANORAMA,None,$299.99,500 - 2250 RPM,30.97 dB,White,240 mm
be quiet! Silent Loop 2 120,None,$207.90,2200 RPM,16.6 - 36.4 dB,Black,120 mm
Corsair H80i,4.0,None,2700 RPM,37.68 dB,None,120 mm
Cooler Master Hyper 212 LED Turbo White Edition,5.0,None,600 - 1600 RPM,9 - 31 dB,White,None
Dynatron K129,None,$44.95,None,0 dB,Orange,None
Thermaltake Floe Riing RGB 280 TT Premium Edition,4.0,$60.98,500 - 1400 RPM,19.8 - 27.2 dB,None,280 mm
Alphacool Core Ocean T38,None,$80.75,None,0 - 36 dB,Black,280 mm
ENDORFY Navis F280 ARGB,None,$128.60,250 - 1800 RPM,None,Black,280 mm
Alpenf\xc3\xb6hn Brocken 4,None,None,400 - 1600 RPM,22.8 dB,Black,None
Cooler Master MasterAir MA410P,4.5,None,650 - 2000 RPM,6 - 30 dB,None,None
Deepcool AS500 PLUS WH,5.0,None,500 - 1200 RPM,31.5 dB,White / Silver,None
Cooler Master MasterLiquid 120,4.5,None,650 - 2000 RPM,6 - 30 dB,None,120 mm
ARCTIC Freezer 33 eSports ONE (Black/Red),4.5,None,200 - 1800 RPM,24.4 dB,Black / Red,None
ID-COOLING FROSTFLOW X,5.0,None,700 - 1800 RPM,18 - 35.2 dB,None,360 mm
ID-COOLING SE-224-XT,4.5,None,700 - 1800 RPM,15.2 - 32.5 dB,Black,None
ID-COOLING IS-30A,None,None,800 - 3600 RPM,17 - 35.8 dB,Black / Silver,None
ID-COOLING FX360,None,None,700 - 1800 RPM,35.2 dB,White,360 mm
Gigabyte AORUS WATERFORCE X,None,None,2300 RPM,8.06 - 44.4 dB,Black,280 mm
be quiet! Shadow Rock TF 2,5.0,$114.84,1400 RPM,11.9 - 24.4 dB,Silver / Black,None
Cougar Forza 50 Essential,None,$127.01,600 - 2000 RPM,34.5 dB,Black / Silver,None
ENDORFY Fortis 5 Black,None,None,None,None,Black,None
Mars Gaming ML-ONE,None,None,600 - 1800 RPM,9 - 26 dB,Pink,120 mm
MSI MAG CORELIQUID 360R V2,None,None,500 - 2000 RPM,14.3 - 34.3 dB,White,360 mm
Corsair H75 2018,4.0,None,1900 RPM,31 dB,Black,120 mm
ID-COOLING IS-55 ARGB,4.5,None,500 - 2000 RPM,31.2 dB,White,None
Jonsbo CR-3000 ARGB,None,None,600 - 1500 RPM,22 - 32 dB,Black / Silver,None
Thermaltake ASTRIA 400 ARGB,None,$54.98,500 - 1800 RPM,26.8 dB,White,None
Deepcool GAMMAXX 300,4.0,None,900 - 1600 RPM,17.8 - 21 dB,None,None
Gigabyte AORUS ATC800,None,None,600 - 2000 RPM,18 - 31 dB,Black,None
Cooler Master Hyper T2,4.0,None,2800 RPM,17 - 35 dB,None,None
ARCTIC Alpine M1 - Passive,5.0,None,None,0 dB,None,None
Scythe Mugen 5 PCGH Edition,5.0,None,300 - 800 RPM,4 - 14.5 dB,Silver / Black,None
Deepcool Castle 360 RGB V2,4.0,None,500 - 1800 RPM,30 dB,Black,360 mm
Thermalright Silver Soul 135,5.0,$105.00,1850 RPM,29.6 dB,Black,None
Thermaltake TH360 V2 Ultra EX ARGB Sync,None,None,None,None,Black,360 mm
Thermaltake TOUGHLIQUID Ultra,None,None,500 - 2000 RPM,33.2 dB,Black,420 mm
Gigabyte AORUS WATERFORCE 240,5.0,None,950 - 2150 RPM,16.9 - 31 dB,Black,240 mm
MSI MAG CORELIQUID R,4.0,$109.99,500 - 2000 RPM,14.3 - 34.3 dB,Black,240 mm
Corsair H60,4.0,None,None,30.2 dB,None,120 mm
Noctua NH-L12,4.5,None,1200 - 1600 RPM,13.1 - 22.4 dB,None,None
Corsair H100i GTX,4.5,None,2435 RPM,37.7 dB,None,240 mm
Deepcool Gammaxx L360 V2,5.0,None,500 - 1800 RPM,30 dB,Black / White,360 mm
Thermalright Frost Commander 140,4.5,None,1800 RPM,30.2 dB,White,None
Scythe Mugen 5 Black Edition Rev.C,4.0,None,300 - 1500 RPM,4 - 28.6 dB,Black,None
Jonsbo CR-1400 EVO ARGB White,None,None,800 - 2200 RPM,22.3 - 33.8 dB,White,None
PC Cooler RZ620,None,$69.98,500 - 2200 RPM,28 - 32 dB,White,None
Enermax LIQMAXFLO SR 120,None,None,500 - 1800 RPM,23.46 dB,Black,120 mm
ID-COOLING SE-903-XT,None,None,500 - 2200 RPM,14 - 25.8 dB,None,None
Thermalright Frost Vortex SE,None,None,1650 RPM,29 dB,Black / Silver,None
Deepcool AG500 WH ARGB,4.5,None,300 - 1850 RPM,29.4 dB,White,None
Deepcool GAMMAXX AG620 ARGB,None,None,300 - 1850 RPM,29.4 dB,Black / Silver,None
Xilence LQ240,None,$97.11,700 - 1600 RPM,18 - 32.5 dB,Red / Black,240 mm
Deepcool GAMMAXX 400 Blue,4.0,None,900 - 1500 RPM,17.8 - 30 dB,Blue / Silver,None
CRYORIG H7 Quad Lumi,4.5,None,330 - 1600 RPM,10 - 25 dB,None,None
Deepcool GAMMAXX L360 A-RGB,4.0,None,500 - 1800 RPM,30 dB,Black,360 mm
Fractal Design Celsius+ S28 Dynamic X2 PWM,4.5,None,500 - 1700 RPM,32.7 dB,Black,280 mm
Enermax LIQMAXFLO 240,None,$79.98,500 - 1800 RPM,23.46 dB,Black,240 mm
Thermaltake TOUGHLIQUID 360 EX Pro ARGB Sync,None,None,500 - 2000 RPM,22.6 dB,Black,360 mm
Cooler Master MasterLiquid LC240E RGB,3.5,$74.98,650 - 1800 RPM,31.5 dB,Black,240 mm
Mars Gaming ML-ONE,4.0,None,600 - 1800 RPM,9 - 26 dB,Black,120 mm
ARCTIC Alpine Passive,5.0,None,None,0 dB,Black,None
Geometric Future Eskimo Pro 36,None,$79.90,2000 RPM,34.2 dB,Black,360 mm
PC Cooler DS360,None,$149.99,500 - 2200 RPM,32 dB,Black,360 mm
Enermax AQUAFUSION ADV 120,None,None,500 - 2000 RPM,15 - 32.6 dB,Black,120 mm
MSI MAG CORELIQUID C280,4.5,$287.99,500 - 1800 RPM,14.8 - 33.28 dB,Black,280 mm
RAIJINTEK LETO PRO RGB,None,$24.99,800 - 1800 RPM,25 dB,Black / Silver,None
Phanteks PH-TC12ST5_DBK01,None,None,400 - 2000 RPM,35.7 dB,None,None
Deepcool CASTLE 360EX A-RGB,None,None,500 - 1800 RPM,30 dB,White / Black,360 mm
Asus ROG RYUJIN II 360 ARGB EVA Edition,5.0,None,None,None,Silver / Black,360 mm
Noctua NH-D14 SE2011,4.5,None,900 - 1300 RPM,12.6 - 19.8 dB,None,None
ARCTIC Freezer Xtreme Rev.2,4.5,None,800 - 1500 RPM,24.4 dB,None,None
Corsair H105,4.5,None,800 - 2700 RPM,37.7 dB,None,240 mm
ARCTIC Liquid Freezer 240,4.5,None,500 - 1350 RPM,None,None,240 mm
Deepcool GAMMAXX 400 XT,None,None,500 - 1500 RPM,27 dB,Black,None
Ocypus Iota A62,None,$65.98,500 - 2000 RPM,29 dB,Black,None
YEYIAN VATN ARGB 360,None,$109.99,800 - 2000 RPM,25 - 32 dB,Black,360 mm
KOLINK Umbra Void,5.0,None,2200 RPM,30 dB,Black,240 mm
ARCTIC Freezer 13,4.5,None,600 - 2000 RPM,None,None,None
ARCTIC Alpine M1,4.0,None,750 RPM,20.5 dB,None,None
CRYORIG C7,4.0,None,600 - 2500 RPM,30 dB,None,None
Phanteks Glacier One 360MPH,5.0,None,500 - 2200 RPM,18 - 34.2 dB,Black,360 mm
Ocypus Delta A62 ARGB,None,$39.99,500 - 2000 RPM,29 dB,Black,None
Xilence A404T,None,$64.00,600 - 2200 RPM,65.4 dB,Red / Black,None
Deepcool AS500 Plus,4.5,None,500 - 1200 RPM,31.5 dB,Black,None
ID-COOLING SE-902-SD V3,None,None,2000 RPM,23.1 dB,Black / Silver,None
Deepcool GAMMAXX C40,None,None,500 - 2000 RPM,23.9 dB,Black / Silver,None
Phanteks Glacier One 240MP,5.0,None,500 - 2200 RPM,18 - 34.2 dB,Black / White,240 mm
Fractal Design Lumen S36 RGB,5.0,None,500 - 2000 RPM,10 - 33.2 dB,Black,360 mm
ID-COOLING FROZN A610,None,None,500 - 2000 RPM,29.9 dB,Black,None
Alphacool Eisbaer 360,4.0,$139.95,550 - 1700 RPM,29 dB,Black,360 mm
Gigabyte GAMING 360,None,None,500 - 2200 RPM,13.8 - 35.8 dB,Black,360 mm
Jonsbo CR-1000 EVO Color Black,None,$29.50,600 - 1500 RPM,22 - 32 dB,Black,None
RAIJINTEK THEMIS Evo,None,$51.62,1000 - 1500 RPM,24.53 dB,None,None
GAMDIAS CHIONE M2,5.0,$69.98,800 - 1800 RPM,None,Black,240 mm
Iceberg Thermal IceFLOE T65,None,None,1000 - 3000 RPM,31.5 dB,Silver / Teal,None
Noctua NH-U12P SE2,4.5,None,900 - 1300 RPM,12.6 - 19.8 dB,None,None
Corsair H50,4.5,None,1700 RPM,30.32 dB,None,120 mm
Noctua NH-L9a,4.5,None,2500 RPM,None,None,None
Ocypus Iota L24,None,$109.99,500 - 2000 RPM,29 dB,White,240 mm
MSI Core Frozr XL,5.0,$149.99,500 - 1800 RPM,17.2 - 33.6 dB,Black / Red,None
Xilence I402,None,None,600 - 2200 RPM,14 - 23.8 dB,Red / Black,None
ARCTIC Alpine 12 CO,4.0,None,100 - 2700 RPM,None,Black / Gray,None
Xilence M705D,None,None,700 - 1600 RPM,18 - 32.5 dB,Black,None
ID-COOLING IS-40X V3,None,None,800 - 2800 RPM,35.2 dB,White,None
PC Cooler RZ620,None,$77.98,500 - 2200 RPM,28 - 32 dB,Black / Silver,None
ARCTIC Alpine 12,4.0,None,100 - 2000 RPM,None,Black / White,None
Xilence I404T,None,$62.00,600 - 2200 RPM,14 - 21.8 dB,Red / Black,None
Montech METAL DT24 BASE,None,None,800 - 1950 RPM,26 dB,Black / Silver,None
Thermalright Frost Spirit 140,5.0,None,1500 RPM,25.6 dB,Gray,None
Asus ROG STRIX LC III ARGB,None,$184.99,800 - 2200 RPM,36 dB,White,240 mm
Thermalright Frozen Vision 240,None,None,2150 - 21500 RPM,27 dB,Black,240 mm
Cooler Master Hyper 212 LED Turbo (Red),4.5,$77.90,300 - 1600 RPM,9 - 31 dB,None,None
GameMax Ice Force,None,None,800 - 1600 RPM,None,White,None
Cooler Master Hyper T4,4.0,None,1800 RPM,15.1 - 31.6 dB,None,None
ARCTIC Freezer 34 eSports,4.5,None,200 - 2100 RPM,None,White / Black,None
Scythe Big Shuriken 3 Rev.B,4.0,None,300 - 1800 RPM,2.58 - 27.8 dB,Black / Silver,None
Deepcool CASTLE 240EX A-RGB,4.5,None,500 - 1800 RPM,30 dB,White / Black,240 mm
Ocypus Iota L36,None,None,500 - 2000 RPM,29 dB,Black,360 mm
ARCTIC Freezer 50 (w/Controller),None,$55.99,200 - 1800 RPM,None,Black,None
Silverstone AR12-TUF,None,$42.99,300 - 2200 RPM,6.2 - 34.4 dB,Black / Orange,None
Geometric Future Eskimo Junior 36,None,None,2000 RPM,29 dB,Black,360 mm
Cougar FORZA 85,None,$178.32,600 - 2000 RPM,34.5 dB,Black,None
MSI MAG CORELIQUID E360 MONSTER HUNTER EDITION,None,None,None,None,Black,360 mm
Cooler Master MasterLiquid 360L Core SF6 Chun-Li,5.0,None,650 - 1750 RPM,27.2 dB,White / Yellow,360 mm
ADATA XPG LEVANTE II 360,None,None,800 - 2000 RPM,19.78 - 29.33 dB,Black,360 mm
MSI CORE FROZR L,4.0,None,500 - 1800 RPM,17.2 - 33.6 dB,None,None
ID-COOLING AURAFLOW X 240 EVO SNOW,None,None,700 - 1800 RPM,18 - 35.2 dB,White,240 mm
EVGA CLCx 240,None,None,None,35 dB,Black,240 mm
TEAMGROUP SIREN GD360E,4.0,None,600 - 2200 RPM,14.3 - 35.6 dB,White,360 mm
Alphacool Eisbaer LT240,5.0,$113.50,550 - 1700 RPM,29 dB,Black,240 mm
Asus ROG STRIX LC 240 RGB,None,$169.99,800 - 2500 RPM,37.6 dB,Black,240 mm
Cooler Master Hyper 212X Dual Fan,5.0,None,2000 RPM,9 - 36 dB,None,None
SilentiumPC Fortis 3 HE1425,None,None,500 - 1400 RPM,8 - 22 dB,None,None
NZXT Kraken X42,4.0,None,500 - 1800 RPM,21 - 38 dB,None,140 mm
Asus ROG STRIX LC 360 RGB,4.0,None,800 - 2500 RPM,37.6 dB,Black,360 mm
ID-COOLING AURAFLOW X,4.5,None,700 - 1800 RPM,18 - 35.2 dB,Black,240 mm
Cooler Master MasterAir MA612 Stealth,None,None,650 - 1800 RPM,8 - 27 dB,None,None
Jonsbo CR-1000 EVO Standard,None,None,600 - 1500 RPM,22 - 32 dB,Black,None
Thermalright Core Matrix,4.0,None,2150 RPM,27 dB,White,360 mm
Silverstone Hydrogon D120 ARGB,None,$103.74,None,0 - 30.5 dB,Black / Silver,None
Asus ROG RYUO 240 RGB,3.0,$196.00,800 - 2500 RPM,37 dB,Black,240 mm
Jonsbo HX6250,5.0,None,400 - 1800 RPM,28 - 38 dB,Black,None
EVGA ACX,None,None,2800 RPM,42.5 dB,None,None
ID-COOLING FROSTFLOW+ 120,4.0,None,700 - 1800 RPM,18 - 35.2 dB,Black / White,120 mm
ID-COOLING FROSTFLOW X,None,None,700 - 1800 RPM,18 - 35.2 dB,None,120 mm
Deepcool GAMMAXX 400 V2,5.0,None,500 - 1650 RPM,None,Black / Red,None
Thermalright Frozen Magic Scenic V2,None,None,2000 RPM,31.4 dB,White,280 mm
ARCTIC Freezer i35 CO,5.0,$43.34,200 - 1800 RPM,None,Black / Silver,None
Thermaltake Floe DX RGB TT Premium Edition B,None,$221.29,500 - 1500 RPM,19 - 23.9 dB,Black,360 mm
Thermalright Frozen Vision 240,None,None,2150 - 21500 RPM,27 dB,White,240 mm
Zalman ALPHA2 A36,None,None,600 - 2000 RPM,29.7 dB,Black,360 mm
Thermaltake TOUGHLIQUID Ultra,4.0,$199.99,500 - 2500 RPM,28.1 dB,Black,240 mm
StarTech FAN1156PWM,None,$22.03,1000 - 3000 RPM,33 dB,None,None
Thermaltake Floe Riing RGB 360 TT Premium Edition,4.0,None,500 - 1400 RPM,19.8 - 24.7 dB,None,360 mm
Deepcool Gamerstorm Captain 240 PRO,4.5,None,500 - 1800 RPM,30 dB,Black,240 mm
Thermalright AXP-100 Full Copper,4.5,None,900 - 2500 RPM,None,Orange,None
Thermaltake Floe DX RGB 280 TT Premium Edition,None,$90.47,500 - 1400 RPM,19.8 - 26.2 dB,Black / Gray,280 mm
Thermalright Frozen Magic ARGB,None,None,1500 RPM,25.6 dB,White,360 mm
Cougar FORZA 135,None,$212.66,500 - 1500 RPM,38.5 dB,Black / Silver,None
Cooler Master MasterLiquid ML360 Mirror,5.0,None,650 - 1800 RPM,8 - 27 dB,Black,360 mm
Iceberg Thermal IceSLEET X9 Dual TR,None,$42.99,500 - 1850 RPM,0 - 38 dB,Teal / Silver,None
Fractal Design Celsius+ S36 Dynamic X2 PWM,4.0,None,500 - 2000 RPM,32.2 dB,Black,360 mm
Thermaltake TH120 ARGB Sync,4.0,$148.18,1500 RPM,28.2 dB,Black,120 mm
KOLINK Umbra Void,None,None,2200 RPM,30 dB,Black,360 mm
Cooler Master MasterAIR G200P,3.0,$84.99,800 - 2000 RPM,6 - 28 dB,Black / Silver,None
ID-COOLING SPACE LCD,None,None,500 - 1800 RPM,35.2 dB,White,360 mm
ID-COOLING FROSTFLOW+ 280,None,None,800 - 1600 RPM,16.8 - 32.6 dB,Black / White,280 mm
Deepcool CASTLE 360EX WHITE,4.5,None,500 - 1800 RPM,32.1 dB,White / Black,360 mm
Deepcool GAMMAXX 400 EX,None,None,500 - 1500 RPM,27.6 dB,Black,None
PC Cooler RZ820,None,None,500 - 2200 RPM,32 dB,Black,None
Xilence LQ360,None,$123.12,700 - 1600 RPM,18 - 35.2 dB,Red / Black,360 mm
