title,rating,price,fan_rpm,noise_level,color,radiator_size
ID-COOLING SE-206-XT,None,None,700 - 1800 RPM,35.2 dB,White,None
ID-COOLING SE-912i-PWM,None,None,500 - 1800 RPM,22.8 dB,Black / Silver,None
Deepcool AG620 Digital,None,None,300 - 1950 RPM,29.4 dB,White,None
Deepcool AG620 Digital ARGB,None,None,300 - 1950 RPM,29.4 dB,White,None
GAMDIAS BOREAS M2-510,None,None,800 - 1800 RPM,10 - 32 dB,Black,None
GAMDIAS BOREAS M2-510,None,None,800 - 1800 RPM,10 - 32 dB,White,None
GAMDIAS BOREAS E2-41D,None,None,800 - 1800 RPM,10 - 32 dB,White,None
PC Cooler DE360,None,None,600 - 1850 RPM,16 - 33.8 dB,White,360 mm
ID-COOLING DX360 MAX,None,None,None,32.5 dB,White,360 mm
Vetroo R360,None,None,None,None,White,360 mm
Antec FrigusAir 400 RGB,None,$79.25,800 - 1600 RPM,20 - 36 dB,Black / Silver,None
Alpenf\xc3\xb6hn Glacier Water 280,None,None,500 - 2000 RPM,36.4 dB,Black,280 mm
In Win Nebula NR36,None,$149.00,400 - 1800 RPM,25 dB,Black / White,360 mm
Jonsbo PISA A5,None,None,800 - 1850 RPM,36.8 dB,Gray,None
RAIJINTEK EREBOSS CORE EDITION,None,None,None,0 dB,None,None
Prolimatech PRO-ARMGD,None,None,None,None,None,None
Dynatron K17,4.0,$44.95,1000 - 2500 RPM,17 - 31.92 dB,None,None
Enermax ETS-T40F-W,4.5,None,2200 RPM,27 dB,None,None
Jonsbo HX6210,None,None,800 - 2300 RPM,20 - 31.6 dB,Black,None
FSP Group NP5,None,None,800 - 1600 RPM,28 dB,Black,None
Zalman FX100,None,None,None,0 dB,None,None
Silverstone Argon AR10-115XP,None,$61.22,500 - 4000 RPM,18.07 - 39.03 dB,None,None
Cooler Master GeminII M5 LED,None,None,500 - 1600 RPM,31 dB,None,None
Noua Arcade,None,None,700 - 1800 RPM,37.1 dB,Black,None
Cooler Master Hyper N520,4.0,None,None,19 dB,None,None
Cooler Master RR-LEE-L911-GP,None,$29.99,2200 RPM,17 dB,None,None
Cooler Master V6 GT,4.0,None,800 - 2200 RPM,15 - 38 dB,None,None
Cooler Master Vortex Plus,4.0,None,800 - 2800 RPM,17 - 35 dB,None,None
Thermaltake A4021,None,$62.36,2200 RPM,18 dB,None,None
Zalman CNPS 9700 NT,None,None,1250 - 2800 RPM,19.5 - 35 dB,None,None
Xion XON-HP9310P,None,None,1000 - 3000 RPM,16 - 25.3 dB,None,None
Zalman CNPS10X Extreme,4.0,None,1000 - 2150 RPM,20 - 39 dB,None,None
Zalman CNPS7000C-Cu,None,None,1700 - 2400 RPM,13.5 - 24 dB,None,None
Rosewill RCX-Z775-LP,5.0,None,600 - 2600 RPM,16 - 24.5 dB,None,None
Rosewill RCX-Z90-CP,5.0,None,600 - 3000 RPM,13.5 - 26.5 dB,None,None
Silverstone NT07-775,None,None,1200 - 1800 RPM,15 - 23 dB,None,None
Xigmatek Aegir SD128264,4.5,None,1000 - 2200 RPM,20 dB,None,None
Thermaltake Frio OCK,4.0,None,1200 - 2100 RPM,21 - 48 dB,None,None
Scythe SCKZT-1000,None,None,800 - 3300 RPM,8.2 - 32.5 dB,None,None
Zalman CNPS7700ALCULED,None,None,1000 - 2000 RPM,22.7 - 37.1 dB,None,None
Thermaltake CLP0600,4.0,None,1000 - 2400 RPM,19.3 - 30 dB,None,None
ARCTIC Alpine 11,3.0,None,900 - 2000 RPM,14 dB,None,None
Zalman CNPS11X Performa,4.0,None,1000 - 1600 RPM,17 - 26 dB,None,None
NZXT Respire T20,4.0,None,1300 - 1800 RPM,26.5 - 34 dB,None,None
Zalman LQ-315,4.5,None,900 - 2000 RPM,None,None,120 mm
Zalman CNPS7000V(AL)-1-PWM,3.0,None,800 - 2600 RPM,20 - 32 dB,None,None
Cooler Master Seidon 120XL,4.5,None,600 - 2400 RPM,19 - 40 dB,None,120 mm
Cooler Master Eisberg 240L Prestige,2.0,None,1600 RPM,20.5 dB,None,240 mm
Silverstone AR01,4.5,None,1000 - 2200 RPM,16.39 - 33.5 dB,None,None
Thermalright TS-120M(BW),None,None,600 - 1300 RPM,24.5 dB,None,None
Thermalright TS-140,4.0,None,900 - 1300 RPM,17 - 21 dB,None,None
Scythe SCKC-3000,4.0,None,500 - 1300 RPM,13 - 30.7 dB,None,None
Zalman CNPS7000V(AL)-1-PWMB,None,None,800 - 2600 RPM,20 - 32 dB,None,None
Antec KUHLER H2O 650,4.0,None,600 - 2400 RPM,None,None,120 mm
Silverstone NT06-PRO,5.0,None,1000 - 2200 RPM,None,None,None
Thermalright Macho-120,None,None,900 - 1300 RPM,17 - 21 dB,None,None
Enermax Liqtech 240,4.5,None,2500 RPM,30 dB,None,240 mm
Thermalright Silver Arrow IB-E Extreme,None,None,600 - 2500 RPM,21 - 45 dB,None,None
Thermalright SILVER ARROW IB-E,5.0,None,900 - 1300 RPM,21 - 25 dB,None,None
RAIJINTEK TISIS,5.0,None,600 - 1000 RPM,23 dB,None,None
RAIJINTEK PALLAS Red,4.0,None,650 - 1400 RPM,28 dB,None,None
RAIJINTEK AIDOS BLACK,4.0,None,1000 - 2200 RPM,28.87 dB,None,None
Scythe Ashura Shadow,None,None,500 - 1300 RPM,13 - 30.7 dB,None,None
Silverstone AR05,5.0,None,2500 RPM,20 - 28.3 dB,None,None
Deepcool CAPTAIN 120,3.0,None,600 - 2200 RPM,17.6 - 39.29 dB,None,120 mm
RAIJINTEK TRITON GREEN,3.0,None,1000 - 2600 RPM,21.6 - 36.6 dB,None,240 mm
Thermaltake Water 3.0 Extreme S,4.0,None,1000 - 2000 RPM,20 dB,None,240 mm
Swiftech H240-X,4.5,None,700 - 1800 RPM,8.3 - 28.8 dB,None,280 mm
Gelid Solutions SnowStorm,None,None,900 - 2200 RPM,10 - 24.1 dB,None,None
LEPA AquaChanger 120,4.0,None,500 - 2300 RPM,14 - 35 dB,None,120 mm
Phanteks PH-TC14S_BK,4.5,None,500 - 1600 RPM,25.3 dB,None,None
Thermaltake Frio Silent 12,4.0,None,1400 RPM,12 - 19.2 dB,None,None
ID-COOLING IS-VC45,None,None,600 - 2500 RPM,14 - 33 dB,None,None
Thermalright Macho Zero,None,None,None,0 dB,None,None
Enermax Liqmax II 240,4.0,None,500 - 2000 RPM,16 - 35 dB,None,240 mm
Antec K\xc3\xbchler H600 Pro,4.0,None,600 - 2400 RPM,16 - 35 dB,None,120 mm
Thermaltake Riing Silent 12 Blue,5.0,None,300 - 1400 RPM,13 - 18 dB,None,None
Deepcool ICE BLADE PRO V2.0,None,None,900 - 1500 RPM,17.8 - 30 dB,None,None
RIOTORO BIFROST 240,None,None,None,None,None,240 mm
RIOTORO BIFROST 120TI,None,None,None,None,None,120 mm
Gelid Solutions Rev. 2 Tranquillo,None,$44.96,750 - 1500 RPM,12 - 25.5 dB,None,None
ARCTIC Freezer 33 TR (Black/Red),4.0,None,200 - 1800 RPM,24.4 dB,None,None
ARCTIC Freezer 33 eSports Edition (Black/Yellow),None,None,200 - 1800 RPM,24.4 dB,None,None
ARCTIC Freezer 33 PENTA,None,None,120 - 1350 RPM,22.5 dB,None,None
ARCTIC Freezer 12 CO,None,None,None,22.5 dB,None,None
ARCTIC Freezer 33 Plus,None,None,None,22.5 dB,None,None
Enermax ETS-N30R-TAA,5.0,None,800 - 2800 RPM,16 - 27 dB,None,None
Deepcool CAPTAIN 240EX RGB WH,4.0,None,500 - 1800 RPM,17.6 - 31.3 dB,White / Black,240 mm
ROCCAT ROCC-16003,None,None,800 - 2200 RPM,25 dB,Black / Silver,None
ARCTIC Freezer 33 eSports ONE (Black/Green),5.0,None,200 - 1800 RPM,24.4 dB,None,None
Enermax LIQTECH TR4 280,3.0,None,500 - 1500 RPM,14 - 25 dB,Black,280 mm
RAIJINTEK JUNO-X,5.0,None,1200 - 2500 RPM,26 dB,Red / Black,None
ID-COOLING AURAFLOW 120 SNOW,None,None,700 - 1800 RPM,18 - 35.2 dB,White,120 mm
Scythe SCBYK-1000,None,None,300 - 2300 RPM,7.2 - 28.26 dB,Silver / Black,None
Antec Mercury 360 RGB,5.0,None,900 - 1800 RPM,36 dB,Black / White,360 mm
Antec Mercury 120,None,None,900 - 1800 RPM,30 dB,Black / White,120 mm
Enermax Liqtech TR4 II 240,3.0,None,500 - 2300 RPM,14 - 28 dB,Black,240 mm
ID-COOLING Chromaflow240,4.0,None,900 - 2000 RPM,16.3 - 33.5 dB,Black,240 mm
Cooler Master ML120L TUF Gaming Alliance Edition RGB,4.0,None,650 - 2000 RPM,15 dB,None,120 mm
Scythe Choten TUF Gaming Alliance,None,None,300 - 1200 RPM,4 - 24.9 dB,Black / Yellow,None
Deepcool Captain 240 Pro,None,None,500 - 1800 RPM,30 dB,Black,240 mm
GAMDIAS CHIONE P1A-360R,None,None,800 - 1500 RPM,16 - 22 dB,Black,360 mm
Cooler Master MA410P TUF Gaming Edition,4.0,None,650 - 2000 RPM,None,Yellow / Black,None
Gelid Solutions Phantom,None,None,750 - 1600 RPM,12 - 26.7 dB,Black / Silver,None
PC Cooler GI-D66A,None,None,1000 - 2000 RPM,8 - 29.1 dB,Black,None
ARCTIC Freezer A13 X CO,5.0,None,300 - 2000 RPM,None,Black / White,None
In Win SR24,None,$112.00,500 - 2500 RPM,23 dB,Black,240 mm
In Win SR36,None,$130.00,500 - 2500 RPM,23 dB,Black,360 mm
ID-COOLING SE-224-XT ARGB V2,None,None,900 - 2000 RPM,16.2 - 31.5 dB,None,None
Thermalright Assassin King 120 Plus,None,None,1500 RPM,25.6 dB,Black / Silver,None
Iceberg Thermal IceSLEET G4 Silent,None,None,600 - 1200 RPM,20.5 dB,Black / Gray,None
Iceberg Thermal IceSLEET G4 OC,None,$29.99,600 - 1400 RPM,22.5 dB,Teal / Silver,None
Thermalright AXP-90i FULL Copper,None,None,2700 RPM,22.4 dB,Orange / Brown,None
Thermalright Silver Soul 135,5.0,None,1850 RPM,29.6 dB,Silver,None
Enermax AQUAFUSION ADV,None,None,500 - 2000 RPM,17 - 32.6 dB,White,120 mm
Jonsbo CR-1100,None,None,600 - 1500 RPM,18 - 31 dB,Gray / Black,None
Noua Siberus Pro 240,None,None,800 - 1800 RPM,32 dB,Black,240 mm
Inter-Tech ALSEYE H360,None,None,800 - 2000 RPM,13.5 - 35.2 dB,Black,360 mm
Inter-Tech ALSEYE MAX 120,None,None,600 - 1800 RPM,16.5 - 32.5 dB,Black,120 mm
Jonsbo CR-1400 EVO Standard,None,None,800 - 2200 RPM,22.3 - 33.8 dB,Black,None
Thermalright Frozen Fusion,None,None,2150 RPM,28.1 dB,Black,360 mm
GameMax Iceberg 120 Rainbow,None,None,600 - 1800 RPM,25 - 32 dB,Black,120 mm
Geometric Future Eskimo Junior 24,None,None,2000 RPM,29 dB,White,240 mm
ID-COOLING IS-30A BLACK,None,None,800 - 3600 RPM,17 - 35.8 dB,Black,None
ID-COOLING IS-30i BLACK,None,None,800 - 3600 RPM,17 - 35.8 dB,Black,None
ID-COOLING FX240,None,None,700 - 1800 RPM,35.2 dB,White,240 mm
ID-COOLING IS-50 MAX RGB V3,None,None,900 - 2000 RPM,31.2 dB,Black / Silver,None
ID-COOLING ZOOMFLOW XT ELITE,None,None,900 - 2000 RPM,16.2 - 31.5 dB,White,240 mm
ID-COOLING SE-214-XT HAFF,None,None,800 - 1500 RPM,30.5 dB,Black,None
GAMDIAS BOREAS E2-410,None,None,800 - 1800 RPM,10 - 32 dB,White,None
Ocypus Delta L36 ARGB,None,None,500 - 2000 RPM,29 dB,White,360 mm
Cooler Master MasterLiquid 120 Core II,None,None,600 - 1750 RPM,30 dB,Black,120 mm
Evercool EC-NK804A-925EP,None,$19.48,2750 RPM,28.2 dB,None,None
Silverstone Argon AR09-115XP,None,$35.99,1200 - 5000 RPM,18.02 - 42.5 dB,None,None
Silverstone NT06-PRO-V2,None,$109.90,1000 - 2200 RPM,None,Silver / Black,None
RAIJINTEK Orcus 360 RGW,None,$79.99,400 - 1800 RPM,28 dB,Black,360 mm
Akasa Vegas Chroma LG,None,None,500 - 1800 RPM,32.5 dB,Black,None
Antec KUHLER Flow,None,None,None,None,None,None
Antec KUHLER Shelf,None,None,None,None,None,None
Cooler Master DI5-8E5PA-0L-GP,None,None,2800 RPM,22 dB,None,None
Cooler Master GeminII S,5.0,None,1000 - 2000 RPM,17 - 21 dB,None,None
Dynatron T195,None,None,1000 - 5000 RPM,20.5 - 49.8 dB,None,None
Thermaltake A4022,None,None,1300 RPM,None,None,None
Thermaltake CL-P0466,5.0,None,1000 - 1600 RPM,19 - 28 dB,None,None
Thermaltake CL-P0497,3.5,None,2500 RPM,27 dB,None,None
Thermaltake CLP0534,None,None,1200 - 2400 RPM,20 - 26.9 dB,None,None
Thermaltake CLP0579,None,None,800 - 2000 RPM,15 - 33.2 dB,None,None
Zalman CNPS9900MAX-R,4.5,None,900 - 1700 RPM,18 - 30 dB,None,None
Evercool HPFI-10025,None,None,1800 RPM,23 dB,None,None
Masscool 8WT15-38,5.0,None,2400 RPM,30 dB,None,None
Scythe SCNJ-3000,None,None,470 - 1900 RPM,9.8 - 27.3 dB,None,None
Scythe SCRT-1000,None,None,470 - 1900 RPM,9.8 - 27.3 dB,None,None
Scythe Shuriken Rev. B 3,4.0,None,650 - 2200 RPM,10.5 - 31.67 dB,None,None
StarTech FANK8AM2,None,None,2600 RPM,28 dB,None,None
Zalman CNPS8000A,None,None,1400 - 2600 RPM,20 - 30 dB,None,None
Zalman CNPS5X SZ,None,None,1400 - 2800 RPM,20 - 32 dB,None,None
Xigmatek Balder SD1283,None,None,1000 - 2200 RPM,28 dB,None,None
Xigmatek HDT-S963,None,None,1200 - 2800 RPM,23 - 35 dB,None,None
ZEROtherm ZT-570D,None,None,900 - 2300 RPM,30 dB,None,None
Evercool NI01-9525EP,None,None,2600 RPM,33 dB,None,None
Evercool HPI-12025,None,None,1200 - 1800 RPM,23 - 30 dB,None,None
Zalman CNPS7X LED,3.0,None,1250 - 1950 RPM,17 - 25 dB,None,None
Xigmatek Prime SD1484,None,None,800 - 1200 RPM,18 dB,None,None
Gelid Solutions Rev. 1 Tranquillo,4.0,None,750 - 1500 RPM,12 - 25.5 dB,None,None
Gelid Solutions Slim Silence 775,None,None,1100 - 2300 RPM,15 - 24.5 dB,None,None
Gelid Solutions Slim Silence AM2,None,None,1200 - 2500 RPM,15 - 27.2 dB,None,None
Logisys MC3001IE,5.0,None,900 - 2200 RPM,17.8 - 34.6 dB,None,None
Prolimatech Megahalems Rev.B,5.0,None,None,None,None,None
Thermalright Venomous X - RT,None,None,1300 RPM,24.1 dB,None,None
Thermalright Silver Arrow,None,None,500 - 1300 RPM,17 - 21 dB,None,None
Corsair H70 Core,None,None,None,None,None,120 mm
ARCTIC Alpine 11 GT Rev. 2,4.5,None,500 - 2000 RPM,None,None,None
Enermax ETS-T40-TA,4.0,None,800 - 1800 RPM,16 - 21 dB,None,None
Evercool HPKC-10025EA,5.0,None,1800 RPM,23 dB,None,None
Enermax ETS-T40-VD,4.0,None,800 - 1800 RPM,16 - 21 dB,None,None
NZXT HAVIK 140,4.0,None,1200 RPM,25 dB,None,None
Prolimatech PRO-MGH-C,None,None,None,26 dB,None,None
Nexus FLC-3000 R2,None,None,900 - 2500 RPM,15 - 24 dB,None,None
Scythe SCBSK-2000,None,None,None,9.32 - 33.67 dB,None,None
Logisys MC4004IEXT,None,None,900 - 2200 RPM,17.8 - 28.1 dB,None,None
Logisys MC6002GS,None,None,500 - 1500 RPM,17.6 - 27.6 dB,None,None
Logisys IC221PWM,5.0,None,900 - 2400 RPM,17.8 - 26.4 dB,None,None
Logisys MC2001IE,None,None,2200 RPM,23.4 dB,None,None
Phanteks PH-TC14PE_RD,4.0,None,700 - 1200 RPM,13.4 - 19 dB,None,None
Cooler Master X6 Elite,3.0,None,600 - 1800 RPM,9 - 34.6 dB,None,None
Cooler Master Gemin II S524,4.0,None,800 - 1800 RPM,15.1 - 31.6 dB,None,None
Thermaltake Water 2.0 Performer,4.0,None,1200 - 2000 RPM,10 - 27.36 dB,None,120 mm
Phanteks PH-TC14CS,None,None,700 - 1200 RPM,13.4 - 19 dB,None,None
Thermaltake Contac 16,4.0,None,2400 RPM,30 dB,None,None
Masscool 8W2002F1M4,None,None,800 - 2800 RPM,20 - 34 dB,None,None
Zalman CNPS8900 Quiet,4.5,None,1000 - 1500 RPM,19 - 25 dB,None,None
Evercool NI2011E-9525EP,None,None,1000 - 3000 RPM,28 dB,None,None
ARCTIC Freezer i30 Extreme,5.0,None,400 - 1350 RPM,None,None,None
Scythe SCKTN-4000,4.0,None,300 - 2500 RPM,7.2 - 31.07 dB,None,None
Thermaltake CLP0596,None,None,800 - 2000 RPM,21 - 44 dB,None,None
Phanteks PH-TC12DX_RD,4.5,None,600 - 1800 RPM,21.9 - 27.6 dB,None,None
ARCTIC Alpine 7 Pro,None,None,500 - 2000 RPM,None,None,None
Titan TTC-NA43TZ/CU35,None,None,900 - 2600 RPM,14 - 33 dB,None,None
Phanteks PH-TC12DX_BL,5.0,None,600 - 1800 RPM,21.9 - 27.6 dB,None,None
Evercool HPO-12025,None,None,1400 - 2200 RPM,16 - 38 dB,None,None
Swiftech H220,4.0,None,1200 - 3000 RPM,16 - 33 dB,None,240 mm
Prolimatech PRO-GNSS-BK,5.0,None,None,0 dB,None,None
Thermaltake CLP0607,4.5,None,1000 - 2000 RPM,20 - 39.9 dB,None,None
Zalman CNPS90F,None,None,2300 RPM,29 dB,None,None
Thermaltake CLP0606,4.0,None,800 - 1600 RPM,18 - 30.2 dB,None,None
Dynatron R12,None,None,None,0 dB,None,None
Thermalright TS-120M,None,None,700 - 1500 RPM,17 - 28.5 dB,None,None
Cooler Master Glacer 240L,4.5,None,2400 RPM,19 - 40.33 dB,None,240 mm
Intel BXRTS2011AC,5.0,None,1000 - 3000 RPM,None,None,None
Enermax ELC-LM120S-HP,None,None,2500 RPM,30 dB,None,120 mm
CRYORIG C1,4.5,None,700 - 1300 RPM,24 dB,None,None
Thermalright MACHO 120 REV.A,None,None,600 - 1300 RPM,25.4 dB,None,None
RAIJINTEK EreBoss,4.0,None,600 - 1400 RPM,28 dB,None,None
RAIJINTEK THEMIS,3.5,None,1000 - 1500 RPM,24.53 dB,None,None
RAIJINTEK ZELOS,None,None,800 - 1400 RPM,20 dB,None,None
RAIJINTEK RHEA,4.0,None,800 - 2200 RPM,27.9 dB,None,None
RAIJINTEK AIDOS,4.5,None,1000 - 2200 RPM,28.87 dB,None,None
LEPA LPALV12-BK,None,None,2200 RPM,23 dB,None,None
Zero Infinity Shiva,None,None,2200 RPM,None,None,None
Deepcool LUCIFER,5.0,None,700 - 1400 RPM,17.8 - 31.1 dB,None,None
Thermaltake MeOrb II,None,None,1500 - 2500 RPM,18.5 - 28 dB,None,None
Rosewill AIOLOS,None,None,1500 RPM,24.6 dB,None,None
Akasa Venom Medusa,None,None,500 - 1600 RPM,6.9 - 28.9 dB,None,None
Gelid Solutions GX7,None,None,750 - 1800 RPM,12 - 28 dB,None,None
Prolimatech Basic 45,None,None,1000 - 2000 RPM,None,None,None
Prolimatech Basic 48,None,None,1000 - 2000 RPM,None,None,None
Prolimatech Basic 65,None,None,600 - 1600 RPM,None,None,None
Fractal Design Kelvin S24,None,None,800 - 1700 RPM,26.9 dB,None,240 mm
Masscool 5T568S1H3,None,None,4200 RPM,31.8 dB,None,None
Dynatron T459,None,$28.99,None,None,None,None
Evercool HPS-810CP,4.0,None,1500 - 4000 RPM,16.2 - 37.5 dB,None,None
Cooler Master Blizzard T2 mini,None,None,2200 RPM,22 dB,None,None
Scythe Mugen MAX,4.0,None,500 - 1300 RPM,13 - 30.7 dB,None,None
Thermaltake BigTyp Revo.,None,None,800 - 1800 RPM,20 dB,None,None
Xigmatek Apache II,None,None,1200 - 2500 RPM,28 dB,None,None
Cooler Master GeminII S524 Ver 2,4.0,None,2000 RPM,22 dB,None,None
Silverstone AR04,None,None,1500 - 3400 RPM,18 - 26 dB,None,None
Xigmatek Dark Knight SD1483 Night Hawk,4.0,None,800 - 1200 RPM,18 dB,None,None
Xigmatek Dark Knight SD1483 Frostbourne,None,None,800 - 1200 RPM,18 dB,None,None
Silverstone TD03-LITE,None,None,1500 - 2500 RPM,18 - 35 dB,None,120 mm
RAIJINTEK TISIS,None,None,600 - 1000 RPM,23 dB,None,None
Scythe SCNJ-4000,5.0,None,300 - 1500 RPM,4 - 29.5 dB,None,None
Deepcool ASSASSIN II,4.0,None,300 - 1400 RPM,17.8 - 27.3 dB,None,None
Enermax ETS-T40F-RF,None,None,500 - 1200 RPM,10 - 19 dB,None,None
Gelid Solutions Polar,None,None,1400 - 2000 RPM,16 - 28.9 dB,None,None
Thermalright AXP-100 Muscle,4.5,None,900 - 2500 RPM,22 - 30 dB,None,None
ARCTIC Freezer i11 CO,None,None,500 - 2000 RPM,None,None,None
ID-COOLING DK-01,None,None,800 - 2500 RPM,12 - 28.8 dB,None,None
ID-COOLING SE-213i,None,None,800 - 1600 RPM,16 - 20.2 dB,None,None
ID-COOLING SE-214,None,None,1800 RPM,16.2 - 29.2 dB,None,None
ID-COOLING SE-802,None,None,2200 RPM,23.3 dB,None,None
Thermalright Macho X2 Limited Edition,5.0,None,800 RPM,15 dB,None,None
Deepcool CAPTAIN 120 WHITE,5.0,None,600 - 2200 RPM,17.6 - 39.29 dB,None,120 mm
ID-COOLING FROSTFLOW 240L-R,4.0,None,800 - 2000 RPM,20 - 38.2 dB,None,240 mm
Reeven Okeanos,None,None,300 - 1800 RPM,4 - 23.6 dB,None,None
Reeven Justice,None,None,300 - 1500 RPM,4 - 29.8 dB,None,None
Thermalright Archon IB-E X2,None,None,900 - 1300 RPM,17 - 21 dB,None,None
Reeven Chrono Guard,4.0,None,300 - 2500 RPM,7.2 - 31.1 dB,None,None
Thermaltake Riing Silent 12 Pro Blue,None,None,300 - 1400 RPM,12 - 19 dB,None,None
ARCTIC Alpine 20 PLUS CO,None,None,600 - 2200 RPM,None,None,None
Deepcool Maelstrom 240,4.5,None,600 - 2200 RPM,17.6 - 39.3 dB,None,240 mm
Deepcool NEPTWIN,None,None,900 - 1500 RPM,17.8 - 30 dB,None,None
Enermax ETS-T50 AXE (White),5.0,None,800 - 1800 RPM,18.9 - 25 dB,None,None
Alpenf\xc3\xb6hn Matterhorn Rev. C \xe2\x80\x93 White Edition,5.0,None,500 - 1500 RPM,18.2 dB,None,None
Thermaltake Contac 39,None,None,800 - 2000 RPM,15 - 33.2 dB,None,None
Gelid Solutions Rev. 3 Tranquillo,None,None,750 - 1500 RPM,12 - 26.5 dB,None,None
Enermax LiqTech TR4 240,4.0,None,500 - 2300 RPM,14 - 28 dB,None,240 mm
ARCTIC Freezer 33 eSports Edition (Black/Green),None,None,200 - 1800 RPM,24.4 dB,None,None
Scythe Kabuto 3,None,None,300 - 1400 RPM,4 - 28 dB,None,None
Deepcool CAPTAIN 360EX WHITE RGB,4.5,None,500 - 1800 RPM,17.6 - 31.3 dB,None,360 mm
ARCTIC Freezer 33 eSports ONE (Black/White),4.5,None,200 - 1800 RPM,24.4 dB,Black / White,None
RAIJINTEK JUNO-X,3.5,None,1200 - 2500 RPM,26 dB,Blue / Black,None
RAIJINTEK JUNO-X RGB,None,None,1000 - 2000 RPM,28 dB,None,None
RAIJINTEK LETO R,None,None,800 - 1800 RPM,29 dB,Black / Red,None
ID-COOLING AURAFLOW 120,None,None,700 - 1800 RPM,18 - 35.2 dB,Black,120 mm
Cooler Master MasterAir MA410M TUF Gaming Edition,4.0,None,600 - 1800 RPM,6 - 31 dB,Black / Yellow,None
Cooler Master MasterAir MA620P TUF Gaming Edition,None,None,600 - 1800 RPM,6 - 31 dB,Black / Yellow,None
Deepcool MAELSTROM 240 RGB,None,None,500 - 1800 RPM,17.8 - 30 dB,Black,240 mm
Antec Mercury 240,None,None,900 - 1800 RPM,30 dB,Black / White,240 mm
LEPA NEOllusion-RGB M/B Sync,5.0,None,400 - 1800 RPM,14 - 33 dB,Black,None
Enermax Liqtech TR4 II 280,None,None,500 - 1500 RPM,14 - 25 dB,Black,280 mm
GAMDIAS CHIONE E1A-120R,3.0,None,1200 - 1500 RPM,None,Black,120 mm
Jonsbo CR-201 HIVES (White),None,None,800 - 1600 RPM,18 - 26.1 dB,White,None
Thermalright ARO-M14O,None,None,300 - 1300 RPM,15 - 21 dB,Orange / Silver,None
Deepcool GAMMAXX GT TGA,4.0,None,500 - 1500 RPM,17.8 - 27 dB,Black / Silver,None
Enermax Liqtech II 280,None,None,500 - 1500 RPM,14 - 25 dB,Black,280 mm
Rosewill PB120-RGB,4.0,None,800 - 1800 RPM,27.8 dB,Black,120 mm
Enermax Aquafusion 120,4.0,None,500 - 2000 RPM,17 - 32.6 dB,Black,120 mm
Silverstone Tundra SST-TD02-LITE-V2,None,None,1500 - 2500 RPM,18 - 35 dB,Black / White,240 mm
Cooler Master GeminII M5 LED,None,None,500 - 1600 RPM,31 dB,Black / Silver,None
ID-COOLING IS-50X,None,None,600 - 1600 RPM,13.8 - 30.2 dB,Black,None
upHere CC1201 Red,None,None,600 - 1700 RPM,16.1 - 27.7 dB,Black / White,120 mm
upHere CC2401-usa,None,None,600 - 1700 RPM,16.1 - 27.7 dB,Black,240 mm
Alpenf\xc3\xb6hn Brocken 3,None,None,400 - 1050 RPM,22 dB,White,None
RAIJINTEK Orcus 360,None,None,800 - 1800 RPM,23 dB,Black,360 mm
CRYORIG R5,None,None,700 - 1300 RPM,19 - 23 dB,Black,None
ID-COOLING ZOOMFLOW X,None,None,700 - 1500 RPM,18 - 26.4 dB,White,360 mm
ID-COOLING IS-60 EVO ARGB,5.0,None,500 - 2000 RPM,13.8 - 31.2 dB,Black / Silver,None
Cougar AQUA,None,None,600 - 1600 RPM,34 dB,Black,280 mm
GAMDIAS CHIONE E1,None,None,1500 RPM,None,Black,120 mm
GAMDIAS CHIONE E2,None,None,1200 - 2400 RPM,None,Black,120 mm
Thermalright TA140 EX,None,None,1800 RPM,30.2 dB,Gray,None
MSI MAG CORELIQUID RH,None,None,500 - 2000 RPM,14.3 - 34.3 dB,Black,240 mm
MSI MAG CORELIQUID RH,None,None,500 - 2000 RPM,14.3 - 34.3 dB,Black,360 mm
Thermalright Ultra120EX REV.4,None,None,2150 RPM,28.1 dB,White,None
Vetroo U6 Pro,4.0,None,700 - 1500 RPM,18.1 - 30.5 dB,White,None
Thermaltake Engine 17,None,None,1500 - 2500 RPM,11 - 23 dB,Silver,None
ID-COOLING ICEFLOW ARGB,None,None,900 - 2000 RPM,16 - 31.5 dB,White,240 mm
ID-COOLING DK-19 PWM,None,None,600 - 2200 RPM,14.2 - 25.8 dB,None,None
ID-COOLING DK-17 PWM,None,None,600 - 2200 RPM,14.2 - 25.8 dB,None,None
ID-COOLING IS-47S,4.0,None,800 - 3600 RPM,17 - 35.8 dB,None,None
ID-COOLING IS-40X V2,None,None,800 - 2800 RPM,14 - 35.2 dB,None,None
ID-COOLING SE-223 BASIC,None,None,500 - 1600 RPM,16 - 20.2 dB,None,None
ID-COOLING SE-224-XT-B,None,None,700 - 1800 RPM,15.2 - 32.5 dB,None,None
ID-COOLING SE-234-ARGB V2,None,None,500 - 1500 RPM,13.8 - 30.5 dB,None,None
ID-COOLING HUNTER VC-3D,None,None,800 - 1600 RPM,16.8 - 32.6 dB,None,None
ID-COOLING ZOOMFLOW 360,None,None,900 - 2000 RPM,16.3 - 33.5 dB,Black,360 mm
ID-COOLING DASHFLOW 360,None,None,900 - 2000 RPM,16 - 31.5 dB,Black,360 mm
In Win BR36,None,$146.99,400 - 1800 RPM,35.5 dB,Black / White,360 mm
