,title,rating,price,cpu_socket,form_factor,max_memory,memory_slots,color,max_memory_gb
3544,ASRock FM2A55M-DGS,4.0,,FM2,Micro ATX,16 GB,2,Brown / Black,16.0
3545,ASRock FM2A85X Extreme6,5.0,,FM2,ATX,64 GB,4,Black / Gold,64.0
3546,EVGA 111-IB-E692-KR,5.0,,LGA1155,Mini ITX,16 GB,2,Black,16.0
3547,Gigabyte GA-H61M-HD2,4.0,,LGA1155,Micro ATX,16 GB,2,Blue / White,16.0
3548,ECS A990FXM-A,,,AM3+,ATX,32 GB,4,Black / Gray,32.0
3549,Biostar COMBOA7L3C,,,Integrated Athlon II X2 215,Micro ATX,16 GB,2,Black / Red,16.0
3550,MSI B75MA-P33,,,LGA1155,Micro ATX,16 GB,2,Black / Blue,16.0
3551,MSI Z77A-G43 Gaming,,,LGA1155,ATX,32 GB,4,Black / Red,32.0
3552,Gigabyte G1.Sniper M5,3.5,,LGA1150,Micro ATX,32 GB,4,Black / Green,32.0
3553,Gigabyte GA-Z87X-OC Force,4.0,,LGA1150,EATX,32 GB,4,Black / Orange,32.0
3554,Gigabyte G1.SNIPER 5,5.0,,LGA1150,EATX,32 GB,4,Black / Green,32.0
3555,ASRock H87 Pro4,4.5,,LGA1150,ATX,32 GB,4,Brown / Black,32.0
3556,MSI B85M-E33,5.0,,LGA1150,Micro ATX,32 GB,2,Black / Blue,32.0
3557,ECS B85H3-M(1.0),5.0,,LGA1150,Micro ATX,32 GB,4,Black / Gray,32.0
3558,ASRock H61M-PS4 Micro ATX Intel Motherboard,,,LGA1155,Micro ATX,16 GB,2,Green / Blue,16.0
3559,ASRock B85M-HDS,,,LGA1150,Micro ATX,16 GB,2,Black / Silver,16.0
3560,MSI FM2-A75MA-P33,4.0,,FM2,Micro ATX,16 GB,2,Black / Blue,16.0
3561,Asus P9D WS,,,LGA1150,ATX,32 GB,4,Black / Gold,32.0
3562,Asus Z87I-Deluxe,4.5,,LGA1150,Mini ITX,16 GB,2,,16.0
3563,ASRock H87WS-DL,,,LGA1150,ATX,32 GB,4,Green / Blue,32.0
3564,ASRock C226WS,,,LGA1150,ATX,32 GB,4,Brown / Black,32.0
3565,MSI FM2-A85XA-G43,,,FM2,ATX,64 GB,4,Black / Blue,64.0
3566,ASRock FM2A88X Extreme6+,4.0,,FM2+,ATX,64 GB,4,Brown / Black,64.0
3567,Gigabyte GA-F2A88X-D3H,4.0,,FM2+,ATX,64 GB,4,Black / Gray,64.0
3568,ASRock Fatal1ty Z87 Killer,4.5,,LGA1150,ATX,32 GB,4,,32.0
3569,MSI CSM-B75MA-P45,,,LGA1155,Micro ATX,32 GB,4,Black / Blue,32.0
3570,Gigabyte GA-H81TN,,,LGA1150,Thin Mini ITX,16 GB,2,Blue / White,16.0
3571,EVGA Z87 FTW,5.0,,LGA1150,ATX,32 GB,4,Black / Red,32.0
3572,MSI CSM-H81M-P32,,,LGA1150,Micro ATX,16 GB,2,Black / Blue,16.0
3573,MSI H81M-E33 V2,,,LGA1150,Micro ATX,16 GB,2,Black / Blue,16.0
3574,MSI A55M-E33,4.0,,FM2+,Micro ATX,32 GB,2,Black / Blue,32.0
3575,Gigabyte G1.SNIPER Z5S,5.0,,LGA1150,ATX,32 GB,4,Black / Green,32.0
3576,Biostar A88M,,,FM2+,Micro ATX,32 GB,2,Black / Red,32.0
3577,Gigabyte GA-H81M-HD2,3.0,,LGA1150,Micro ATX,16 GB,2,Black / Silver,16.0
3578,Asus A55BM-K,4.0,,FM2+,Micro ATX,32 GB,2,Black / Yellow,32.0
3579,MSI H87-G43 GAMING,4.0,,LGA1150,ATX,32 GB,4,Black / Red,32.0
3580,Gigabyte GA-Q87N,,,LGA1150,Mini ITX,16 GB,2,Black / Silver,16.0
3581,MSI A88XI AC,4.5,,FM2+,Mini ITX,32 GB,2,Black / Silver,32.0
3582,Gigabyte GA-AM1M-S2H,5.0,,AM1,Micro ATX,32 GB,2,Black / Silver,32.0
3583,MSI Z97-G55 SLI,4.5,,LGA1150,ATX,32 GB,4,Black / Blue,32.0
3584,Gigabyte GA-B85N PHOENIX-WIFI,5.0,,LGA1150,Mini ITX,16 GB,2,Black / Orange,16.0
3585,MSI H97M-E35,4.0,,LGA1150,Micro ATX,16 GB,2,Black / Blue,16.0
3586,ECS Z97-MACHINE,1.0,,LGA1150,ATX,32 GB,4,Black / Gold,32.0
3587,Gigabyte GA-F2A58M-HD2,3.5,,FM2+,Micro ATX,64 GB,2,Black / Silver,64.0
3588,ASRock Z97M Pro4,4.5,,LGA1150,Micro ATX,32 GB,4,Black / Blue,32.0
3589,EVGA Z97 FTW,4.5,,LGA1150,ATX,32 GB,4,Black / Red,32.0
3590,Gigabyte GA-H97M-HD3,4.0,,LGA1150,Micro ATX,16 GB,2,Black / Silver,16.0
3591,ASRock Z97 PROFESSIONAL,5.0,,LGA1150,ATX,32 GB,4,Black / Red,32.0
3592,ASRock X99 OC Formula,,,LGA2011-3,EATX,128 GB,8,Black / Yellow,128.0
3593,MSI X99S MPOWER,,,LGA2011-3,ATX,128 GB,8,Black / Yellow,128.0
3594,Gigabyte GA-H97M-Gaming 3,,,LGA1150,Micro ATX,32 GB,4,Black / Red,32.0
3595,ASRock 970 Performance,4.5,,AM3+,ATX,64 GB,4,Black / Red,64.0
3596,Asus SABERTOOTH Z97 MARK 1/USB 3.1,4.5,,LGA1150,ATX,32 GB,4,Brown / Black,32.0
3597,Asus RAMPAGE V EXTREME/U3,4.0,,LGA2011-3,EATX,64 GB,8,Black / Red,64.0
3598,Biostar J1900MH2,,,Integrated Celeron J1900,Micro ATX,16 GB,2,Black / Yellow,16.0
3599,Asus H97M-E/CSM/C/SI,,,LGA1150,Micro ATX,32 GB,4,Black / Gold,32.0
3600,Asus P5P41T LE,,,LGA775,ATX,8 GB,2,Black / Blue,8.0
3601,ASRock Fatal1ty 970 Performance,5.0,,AM3+/AM3,ATX,64 GB,4,Black / Red,64.0
3602,ASRock H87WSA-DL,,,LGA1150,ATX,32 GB,4,Green / Blue,32.0
3603,ASRock EPC612D4U-8R,,,LGA2011-3 Narrow,Micro ATX,512 GB,4,Green / Blue,512.0
3604,ASRock X99 OC Formula/3.1,3.0,,LGA2011-3,EATX,128 GB,8,Black / Gold,128.0
3605,Gigabyte GA-P85-D3T,,,LGA1150,ATX,16 GB,2,Black,16.0
3606,ASRock Fatal1ty X99 Professional/3.1,,,LGA2011-3,EATX,128 GB,8,Black / Red,128.0
3607,ASRock Z170 Gaming K4/D3,,,LGA1151,ATX,64 GB,4,Black / Red,64.0
3608,ASRock B150M Pro4S,4.0,,LGA1151,Micro ATX,64 GB,4,Black / Orange,64.0
3609,ASRock H170M-ITX/DL,4.0,,LGA1151,Mini ITX,32 GB,2,Black / Red,32.0
3610,ASRock B150M Pro4S/D3,,,LGA1151,Micro ATX,64 GB,4,Black / Orange,64.0
3611,ASRock Z170 Extreme3,5.0,,LGA1151,ATX,64 GB,4,Black / Orange,64.0
3612,Supermicro X10SLM-F-O,,520.00,LGA1150,Micro ATX,32 GB,4,Black / Green,32.0
3613,Supermicro C7Z170-M,3.0,,LGA1151,Micro ATX,64 GB,4,Black / Red,64.0
3614,Supermicro MBD-C7H170-M-O,,,LGA1151,Micro ATX,64 GB,4,Black / Red,64.0
3615,Asus H170-PRO/CSM,,,LGA1151,ATX,64 GB,4,Black / Gold,64.0
3616,Asus H110I-PLUS/CSM,2.0,,LGA1151,Mini ITX,32 GB,2,Black / Gold,32.0
3617,Gigabyte GA-990XA-UD3 R5,,,AM3+/AM3,ATX,32 GB,4,Black / Silver,32.0
3618,MSI B150I GAMING PRO,4.0,,LGA1151,Mini ITX,32 GB,2,Black / Silver,32.0
3619,Supermicro MBD-X11SSM-F,,,LGA1151,Micro ATX,64 GB,4,Black / Green,64.0
3620,Asus E3-PRO V5,,,LGA1151,ATX,64 GB,4,Black / White,64.0
3621,Asus P10S-I,,,LGA1151,Mini ITX,32 GB,2,Black / Blue,32.0
3622,ASRock Z170M OC Formula,,,LGA1151,Micro ATX,32 GB,2,Black / Yellow,32.0
3623,Gigabyte GA-Z170X-Designare,3.5,,LGA1151,ATX,64 GB,4,Black / Blue,64.0
3624,Asus P10S-M,,,LGA1151,Micro ATX,64 GB,4,Black / Blue,64.0
3625,Asus H170-PRO/USB 3.1,,,LGA1151,ATX,64 GB,4,Black / Gold,64.0
3626,MSI B150M GRENADE,4.0,,LGA1151,Micro ATX,32 GB,2,Black,32.0
3627,ASRock B150M-DVS R2.0,,,LGA1151,Micro ATX,32 GB,2,Black / Orange,32.0
3628,Biostar TB85,,,LGA1150,ATX,16 GB,2,Black / Yellow,16.0
3629,Asus PRIME B250M-J,,,LGA1151,Micro ATX,32 GB,2,Black / Silver,32.0
3630,Asus Z270-WS,,,LGA1151,ATX,64 GB,4,Black / Silver,64.0
3631,ASRock X299 OC Formula,,,LGA2066,ATX,64 GB,4,Black,64.0
3632,MSI X299 GAMING PRO CARBON,,,LGA2066,ATX,128 GB,8,Black / Silver,128.0
3633,ASRock X299 Taichi XE,,,LGA2066,ATX,128 GB,8,Black / Silver,128.0
3634,Supermicro C7Z270-CG-L,,,LGA1151,ATX,64 GB,4,Black / Red,64.0
3635,Supermicro X11SSZ-F,,,LGA1151,Micro ATX,64 GB,4,Green,64.0
3636,Gigabyte GA-H110M-S2PH,,,LGA1151,Micro ATX,32 GB,2,Black,32.0
3637,Gigabyte H310M HD2,,,LGA1151,Micro ATX,32 GB,2,Silver / Black,32.0
3638,ASRock H310M-G/M.2,,,LGA1151,Micro ATX,32 GB,2,Black / Silver,32.0
3639,Biostar B360GT5S,,,LGA1151,ATX,64 GB,4,Black,64.0
3640,MSI X58 PLATINUM,,,LGA1366,ATX,24 GB,6,Black / Multicolor,24.0
3641,Gigabyte X299 AORUS Gaming,,,LGA2066,ATX,64 GB,4,Black / Silver,64.0
3642,ASRock Q370M VPRO,,,LGA1151,Micro ATX,64 GB,4,Black,64.0
3643,Supermicro C9Z390-PGW,,,LGA1151,ATX,128 GB,4,Black,128.0
3644,Supermicro X11SCM-LN8F,,,LGA1151,Micro ATX,128 GB,4,Green / Silver,128.0
3645,ASRock Fatal1ty X99 Professional,,,LGA2011-3,EATX,128 GB,8,Red / Black,128.0
3646,Biostar X570GT8,5.0,,AM4,ATX,128 GB,4,Black,128.0
3647,ASRock C246 WS,,,LGA1151,ATX,64 GB,4,Green / Blue,64.0
3648,Asus X299 Edition 30,,,LGA2066,ATX,256 GB,8,Silver / Black,256.0
3649,ASRock Z490 Phantom Gaming 4/2.5G,,,LGA1200,ATX,128 GB,4,Black / Gray,128.0
3650,Gigabyte H410M DS2V,,,LGA1200,Micro ATX,64 GB,2,Black / Silver,64.0
3651,Supermicro C9Z490-PG,,,LGA1200,ATX,128 GB,4,Black,128.0
3652,Supermicro C9Z490-PGW,,839.47,LGA1200,ATX,128 GB,4,Black,128.0
3653,ASRock A520M-HDVP/DASH,,,AM4,Micro ATX,64 GB,2,Black / Silver,64.0
3654,Biostar B350M,,,AM4,Micro ATX,32 GB,2,Black / Yellow,32.0
3655,Colorful CVN X570 GAMING PRO V14,,,AM4,ATX,128 GB,4,Black / Silver,128.0
3656,Colorful CVN B550M GAMING PRO V14,,,AM4,Micro ATX,128 GB,4,Black / Silver,128.0
3657,Gigabyte H410M SH2 V2,,,LGA1200,Micro ATX,64 GB,2,Black / Silver,64.0
3658,Gigabyte B660M GAMING X AX,,,LGA1700,Micro ATX,192 GB,4,Black,192.0
3659,Biostar X670E VALKYRIE,,,AM5,ATX,192 GB,4,Black,192.0
3660,Gigabyte Q670M D3H DDR4 (rev. 1.0),,,LGA1700,Micro ATX,128 GB,4,Brown / Black,128.0
3661,Gigabyte Z690 AORUS ELITE AX DDR4 V2,,,LGA1700,ATX,128 GB,4,Black / Silver,128.0
3662,Asus PRIME H410M-F,,,LGA1200,Micro ATX,64 GB,2,Black / Silver,64.0
3663,Asus EX-B660M-V5-PRO-D4,,,LGA1700,Micro ATX,64 GB,2,Red / Black,64.0
3664,Gigabyte B760M AORUS PRO,,,LGA1700,Micro ATX,192 GB,4,Black / Silver,192.0
3665,Biostar B560MH-E 2.0,,,LGA1200,Micro ATX,64 GB,2,Brown / Black,64.0
3666,Biostar B760MH D4,,,LGA1700,Micro ATX,64 GB,2,Black,64.0
3667,Gigabyte B650E AORUS TACHYON,,,AM5,ATX,96 GB,2,Silver / Black,96.0
3668,Gigabyte H610M S2,,,LGA1700,Micro ATX,64 GB,2,Brown / Silver,64.0
3669,Biostar B650MXC PRO,,,AM5,Micro ATX,192 GB,4,Black / Silver,192.0
3670,Asus PRIME Z790-V WIFI-CSM,,,LGA1700,ATX,192 GB,4,Black / Silver,192.0
3671,Asus PRIME B760M-R D4-CSM,,,LGA1700,Micro ATX,64 GB,2,Black / Silver,64.0
3672,Asus PRIME H610M-K D4 ARGB-CSM,,,LGA1700,Micro ATX,64 GB,2,Black / Silver,64.0
3673,Gigabyte B760M D,,,LGA1700,Micro ATX,96 GB,2,Black / Gray,96.0
3674,Asus Pro Q670M-CE-CSM,,,LGA1700,Micro ATX,192 GB,4,Green / Black,192.0
3675,Asus PRIME B760M-F-CSM,,,LGA1700,Micro ATX,96 GB,2,Black / Gray,96.0
3676,Asus Z790-AYW WIFI W-CSM,,,LGA1700,ATX,192 GB,4,White,192.0
3677,Gigabyte Z890 UD,,,LGA1851,ATX,256 GB,4,Black / Gray,256.0
3678,Asus Pro H810M-C-CSM,,,LGA1851,Micro ATX,128 GB,2,Green / Black,128.0
3679,Biostar B850MT-E PRO,,,AM5,Micro ATX,256 GB,4,Black / Gray,256.0
3680,Gigabyte H810M K,,,LGA1851,Micro ATX,128 GB,2,Gray / Black,128.0
3681,Biostar B650M X3D PRO+,,,AM5,Micro ATX,192 GB,4,Black / Silver,192.0
3682,Asus B760M MAX GAMING WIFI,,,LGA1700,Micro ATX,192 GB,4,Black / Silver,192.0
3683,ASRock Fatal1ty Z370 Professional Gaming i7,,,LGA1151,ATX,64 GB,4,Black / Silver,64.0
3684,Asus PRIME H410M-A/CSM,,,LGA1200,Micro ATX,64 GB,2,Black,64.0
3685,ASRock 890FX Deluxe3,,,AM3,ATX,16 GB,4,Black / Blue,16.0
3686,MSI Z270 CAMO SQUAD,4.0,,LGA1151,ATX,64 GB,4,Black / Beige,64.0
3687,ASRock B660M-ITX/eDP,,,LGA1700,Mini ITX,64 GB,2,Black / Silver,64.0
3688,ASRock 880GXH/USB3,,Out of stock$86.84,AM3,ATX,16 GB,4,Black / Blue,16.0
3689,Gigabyte G1.Assassin,,,LGA1366,XL ATX,24 GB,6,,24.0
3690,Intel DH67CLB3,4.0,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
3691,Gigabyte GA-Z270X-Gaming 9,3.0,,LGA1151,EATX,64 GB,4,Black / White,64.0
3692,Gigabyte B360N GSM,,,LGA1151,Mini ITX,32 GB,2,Black,32.0
3693,Foxconn M61PMV,,,AM2+/AM2,Micro ATX,4 GB,2,Black / Yellow,4.0
3694,Intel DH55HC,3.0,,LGA1156,ATX,16 GB,4,Blue / White,16.0
3695,Gigabyte GA-H55-USB3,,,LGA1156,ATX,16 GB,4,Blue / White,16.0
3696,Intel DH57DD,4.0,,LGA1156,Micro ATX,16 GB,4,Blue / White,16.0
3697,Asus P7P55D Pro,,,LGA1156,ATX,16 GB,4,Black / Blue,16.0
3698,Intel DP55SB,,,LGA1156,Micro ATX,16 GB,4,Black / Blue,16.0
3699,Intel DP55WB,,,LGA1156,Micro ATX,16 GB,4,Black / Blue,16.0
3700,Asus Maximus III Gene,,,LGA1156,Micro ATX,16 GB,4,Black / Red,16.0
3701,Gigabyte GA-P55M-UD2,,,LGA1156,Micro ATX,16 GB,4,Blue / White,16.0
3702,Gigabyte GA-P55A-UD3P,,,LGA1156,ATX,16 GB,4,Blue / White,16.0
3703,ASRock 770 Extreme3,5.0,,AM3,ATX,16 GB,4,Black / White,16.0
3704,Gigabyte GA-MA785GM-US2H,4.0,,AM3/AM2+/AM2,Micro ATX,16 GB,4,Multicolor,16.0
3705,ECS A785GM-M,,,AM3,Micro ATX,16 GB,4,Black / Yellow,16.0
3706,Asus M4A785T-M/CSM,5.0,,AM3,Micro ATX,16 GB,4,Black / Blue,16.0
3707,Asus M4A785TD-V EVO/U3S6,,,AM3,ATX,16 GB,4,Black / Blue,16.0
3708,Gigabyte GA-MA785GT-UD3H,,,AM3,ATX,16 GB,4,Blue / White,16.0
3709,Gigabyte GA-MA790GPT-UD3H,,,AM3,ATX,16 GB,4,Blue / White,16.0
3710,ASRock 880G Extreme3,,Out of stock$115.12,AM3,ATX,16 GB,4,Black / Blue,16.0
3711,Asus M4A89TD PRO/USB3,,,AM3,ATX,16 GB,4,Black / Blue,16.0
3712,MSI 890FXA-GD70,,,AM3,ATX,16 GB,4,Black / Blue,16.0
3713,Gigabyte GA-EP43-UD3L,,,LGA775,ATX,16 GB,4,Multicolor,16.0
3714,EVGA 121-BL-E756-TR,,,LGA1366,Micro ATX,24 GB,6,Black / Red,24.0
3715,ASRock X58 Extreme,,,LGA1366,ATX,24 GB,6,Black / Blue,24.0
3716,Zotac G31MAT-B-E,,,LGA775,Micro ATX,4 GB,2,Black / Red,4.0
3717,ASRock H55M PRO,,,LGA1156,Micro ATX,16 GB,4,Black / Blue,16.0
3718,Zotac GF9300-G-E,,,LGA775,Mini ITX,8 GB,2,,8.0
3719,Biostar A880G+,5.0,,AM3,Micro ATX,8 GB,2,Black / Red,8.0
3720,EVGA 141-GT-E770-A1,,,LGA1366,EATX,24 GB,6,Black / Red,24.0
3721,Biostar TA790GXE,,,AM3/AM2+/AM2,Micro ATX,16 GB,4,Multicolor,16.0
3722,Asus M4A88TD-M/USB3,5.0,,AM3,Micro ATX,16 GB,4,,16.0
3723,Asus P5G41T-M LE,,,LGA775,Micro ATX,8 GB,2,Black / Blue,8.0
3724,Biostar TPOWER i55,,,LGA1156,ATX,16 GB,4,Multicolor,16.0
3725,MSI Big Bang Trinergy,,,LGA1156,ATX,16 GB,4,,16.0
3726,ASRock K10N78D,,,AM2+/AM2,ATX,16 GB,4,,16.0
3727,Asus P5G41C-M LX,,,LGA775,Micro ATX,8 GB,2,,8.0
3728,MSI Big Bang Fuzion,,,LGA1156,ATX,16 GB,4,,16.0
3729,Biostar G41D3,,,LGA775,Micro ATX,8 GB,2,Black / Red,8.0
3730,Gigabyte GA-EP43T-UD3L,,,LGA775,ATX,8 GB,4,,8.0
3731,MSI P55-GD65 USB3,3.0,,LGA1156,ATX,16 GB,4,,16.0
3732,ASRock X58 Extreme 3,,,LGA1366,ATX,24 GB,6,,24.0
3733,Zotac NF610I-E-E,,,LGA775,Micro ATX,4 GB,2,,4.0
3734,Asus P7F7-E WS SuperComputer,,,LGA1156,ATX,16 GB,6,Black / Blue,16.0
3735,Asus P7H55-M LE,,,LGA1156,Micro ATX,8 GB,2,Black / Blue,8.0
3736,Asus P7H55-M/CSM,,,LGA1156,Micro ATX,16 GB,4,Black / Blue,16.0
3737,Biostar TP45E Combo 6.X,,,LGA775,ATX,8 GB,4,,8.0
3738,Gigabyte GA-H67MA-D2H,,,LGA1155,Micro ATX,16 GB,2,Blue / White,16.0
3739,Asus P8H67-M LE,,,LGA1155,Micro ATX,16 GB,2,Black / Blue,16.0
3740,Asus P8H67-V,,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
3741,Asus P8P67 WS Revolution,,,LGA1155,ATX,32 GB,4,,32.0
3742,Intel DH67CF,,,LGA1155,Mini ITX,16 GB,2,Blue,16.0
3743,Biostar A880GU3,,249.99,AM3,Micro ATX,8 GB,2,Black / Red,8.0
3744,Biostar G41DVI,,,LGA775,Micro ATX,8 GB,2,Multicolor,8.0
3745,Biostar TForce TG31-A7,,,LGA775,ATX,4 GB,2,,4.0
3746,MSI H61MU-E35 (B3),5.0,,LGA1155,Micro ATX,16 GB,2,,16.0
3747,Gigabyte G1.Guerrilla,,,LGA1366,EATX,24 GB,6,,24.0
3748,Gigabyte GA-H67MA-UD2H-B3,,,LGA1155,Micro ATX,32 GB,4,,32.0
3749,Biostar H61MH,,,LGA1155,Micro ATX,8 GB,2,Black / Red,8.0
3750,ASRock H61M/U3S3,5.0,,LGA1155,Micro ATX,16 GB,2,Black / Blue,16.0
3751,MSI H67MS-E43 (B3),,,LGA1155,Micro ATX,32 GB,4,Black / Blue,32.0
3752,Gigabyte GA-H61M-D2P-B3,,,LGA1155,Micro ATX,16 GB,2,Blue / White,16.0
3753,Gigabyte GA-P67A-UD7-B3,,,LGA1155,ATX,32 GB,4,Black,32.0
3754,ECS P45T-AD3,,,LGA775,ATX,8 GB,4,,8.0
3755,ASRock 880G Pro3,,,AM3,ATX,32 GB,4,Black / Blue,32.0
3756,Zotac H67ITX-C-E,5.0,,LGA1155,Mini ITX,16 GB,2,Black / Yellow,16.0
3757,Biostar H61ML,,,LGA1155,Micro ATX,8 GB,2,Black / Red,8.0
3758,Sapphire PURE Black P67,,,LGA1155,ATX,16 GB,4,,16.0
3759,MSI PH67S-C43 (B3),,,LGA1155,ATX,32 GB,4,,32.0
3760,ASRock 890FX Deluxe5,,,AM3+,ATX,32 GB,4,Black / Blue,32.0
3761,Intel DH67BLB3,4.0,,LGA1155,Micro ATX,32 GB,4,Black / Blue,32.0
3762,Intel DH61DLB3,,,LGA1155,Mini ITX,8 GB,2,Green / Blue,8.0
3763,Gigabyte GA-Z68X-UD7-B3,3.0,,LGA1155,ATX,32 GB,4,Black,32.0
3764,Gigabyte GA-Z68X-UD3-B3,,,LGA1155,ATX,32 GB,4,Blue / White,32.0
3765,Gigabyte GA-Z68X-UD3P-B3,2.0,,LGA1155,ATX,32 GB,4,Black,32.0
3766,MSI Z68MA-ED55 (B3),,,LGA1155,Micro ATX,32 GB,4,Black / Blue,32.0
3767,ASRock Z68 Pro3,,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
3768,Gigabyte GA-Z68A-D3H-B3,3.0,,LGA1155,ATX,32 GB,4,Blue / White,32.0
3769,Asus P8Z68-V,5.0,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
3770,Gigabyte GA-A75M-UD2H,2.0,,FM1,Micro ATX,32 GB,4,Blue / White,32.0
3771,Gigabyte GA-A75M-D2H,4.0,,FM1,Micro ATX,16 GB,2,Blue / White,16.0
3772,Gigabyte GA-A75-D3H,4.0,,FM1,ATX,32 GB,4,Blue / White,32.0
3773,Biostar TA75A+,,,FM1,ATX,32 GB,4,Black / Red,32.0
3774,Gigabyte GA-A75M-S2V,,,FM1,Micro ATX,16 GB,2,Blue / White,16.0
3775,Jetway JTI41M,,,LGA775,Micro ATX,8 GB,2,,8.0
3776,Asus P8Q67-M DO/CSM (REV 3.0),,,LGA1155,Micro ATX,32 GB,4,,32.0
3777,ASRock Z68 Extreme4 Gen3,5.0,,LGA1155,ATX,32 GB,4,,32.0
3778,MSI Z68A-GD65 (G3),,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
3779,Zotac NM10-B-E-ION,,,Integrated Atom D510,Mini DTX,4 GB,2,Black / Red,4.0
3780,MSI 990XA-GD55,,,AM3+/AM3,ATX,32 GB,4,Black / Blue,32.0
3781,Biostar H61MHB,4.0,,LGA1155,Micro ATX,16 GB,2,Black / Red,16.0
3782,Biostar TA990FXE,5.0,,AM3+,ATX,16 GB,4,Black / Red,16.0
3783,Zotac H61MAT-A-E,,,LGA1155,Micro ATX,16 GB,2,Multicolor,16.0
3784,Asus F1A55-M LE,,,FM1,Micro ATX,32 GB,2,Black / Blue,32.0
3785,Asus P8H61-M LX PLUS (REV 3.0),,,LGA1155,Micro ATX,16 GB,2,,16.0
3786,EVGA 151-SE-E777-KR,,,LGA2011,EATX,32 GB,4,Black / Red,32.0
3787,Foxconn H67M-V,,,LGA1155,Micro ATX,32 GB,4,Blue / White,32.0
3788,MSI H61MA-E35 (B3),,,LGA1155,Micro ATX,16 GB,2,,16.0
3789,EVGA 151-SE-E779-KR,4.0,,LGA2011,XL ATX,32 GB,4,Black / Red,32.0
3790,Biostar TZ77B,4.0,,LGA1155,ATX,32 GB,4,Black / Red,32.0
3791,Asus M4A88T-V EVO,4.0,,AM3,ATX,16 GB,4,Black / Blue,16.0
3792,ASRock Z77 Pro4-M,4.0,,LGA1155,Micro ATX,32 GB,4,Brown / Black,32.0
3793,ASRock Z77 Performance,5.0,,LGA1155,ATX,32 GB,4,Black / Red,32.0
3794,MSI 990FXA-GD80V2,4.0,,AM3+,ATX,32 GB,4,,32.0
3795,ASRock X79 Champion,,,LGA2011,EATX,64 GB,8,Black / Red,64.0
3796,Asus P8Z77-V PREMIUM,5.0,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
3797,ECS H61H2-A2 Deluxe (1.0),,,LGA1155,ATX,16 GB,2,Blue / White,16.0
3798,ECS H77H2-M,,,LGA1155,Micro ATX,32 GB,4,Black / Gray,32.0
3799,ECS H61H2-M13,,,LGA1155,Micro ATX,16 GB,2,Black / Gray,16.0
3800,ECS A960M-M2,,,AM3+,Micro ATX,16 GB,2,Black / Gray,16.0
3801,EVGA 132-SE-E775-K2,,,LGA2011,ATX,32 GB,4,Black / Gray,32.0
3802,ECS Z77H2-A3(1.2),,,LGA1155,ATX,32 GB,4,Black / Gray,32.0
3803,Gigabyte GA-Z77X-UP5 TH,5.0,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
3804,ASRock B75M-GL,,,LGA1155,Micro ATX,16 GB,2,Brown / Black,16.0
3805,ASRock Z77 OC Formula,4.5,,LGA1155,EATX,32 GB,4,Black / Yellow,32.0
3806,Jetway JTA55M1,,,FM1,Micro ATX,8 GB,2,,8.0
3807,Asus F1A75-M PRO R2.0,,,FM1,Micro ATX,64 GB,4,Black / Blue,64.0
3808,Asus E45M1-M PRO,,,Integrated E-Series E-450,Micro ATX,8 GB,2,Black / Blue,8.0
3809,EVGA 131-IB-E695-KR,,,LGA1155,ATX,32 GB,4,Black,32.0
3810,ASRock Z77 WS,5.0,,LGA1155,ATX,32 GB,4,Brown / Black,32.0
3811,Asus F2A55-M LE,,,FM2,Micro ATX,32 GB,2,Black / Blue,32.0
3812,Asus F2A85-V PRO,5.0,,FM2,ATX,64 GB,4,Black / Blue,64.0
3813,Biostar A55MD2,4.0,,FM2,Micro ATX,32 GB,2,Black / Red,32.0
3814,Asus Z9PA-U8,,,LGA2011,ATX,64 GB,8,Green / Blue,64.0
3815,ECS A75F2-A2(1.0),4.0,,FM2,ATX,64 GB,2,,64.0
3816,Biostar A55ML2,,,FM2,Micro ATX,32 GB,2,Black / Red,32.0
3817,ASRock B75M-DGS R2.0,4.0,,LGA1155,Micro ATX,16 GB,2,Brown / Black,16.0
3818,Gigabyte GA-Z87MX-D3H,4.5,,LGA1150,Micro ATX,32 GB,4,Black / Gray,32.0
3819,ASRock H87M,,,LGA1150,Micro ATX,16 GB,2,Brown / Black,16.0
3820,ASRock H87M-ITX,4.0,,LGA1150,Mini ITX,16 GB,2,Brown / Black,16.0
3821,ASRock B85M,,,LGA1150,Micro ATX,16 GB,2,Brown / Black,16.0
3822,ECS B85H3-M3(1.0),,,LGA1150,Micro ATX,16 GB,2,Black / Gray,16.0
3823,Asus Z87-Deluxe/DUAL,5.0,,LGA1150,ATX,32 GB,4,Black / Gold,32.0
3824,EVGA 151-SE-E779-K3,4.0,,LGA2011,XL ATX,32 GB,4,Black / Red,32.0
3825,ASRock Z87M OC Formula,,,LGA1150,Micro ATX,32 GB,4,Black / Yellow,32.0
3826,Asus P9D-X,,,LGA1150,ATX,32 GB,4,Black / Blue,32.0
3827,Gigabyte GA-H87M-HD3,4.0,,LGA1150,Micro ATX,16 GB,2,Black / Gray,16.0
