title,rating,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency,module_count,gb_per_module,total_ram
TEAMGROUP Elite Plus 16 GB,,,DDR4-2133,2 x 8GB,,Black / Gold,14.065 ns,15.0,2,8,16
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,,,DDR5-6400,1 x 16GB,,Black,12.5 ns,40.0,1,16,16
GeIL ORION V 32 GB,,,DDR5-6000,2 x 16GB,,Red,10 ns,30.0,2,16,32
TEAMGROUP Elite 64 GB,,,DDR5-6400,2 x 32GB,,Black,16.25 ns,52.0,2,32,64
GeIL EVO V RGB 48 GB,,,DDR5-6400,1 x 48GB,,White,11.875 ns,38.0,1,48,48
GeIL EVO V RGB 32 GB,,,DDR5-7600,2 x 16GB,,Black,9.474 ns,36.0,2,16,32
Mushkin Enhanced Redline 96 GB,,,DDR5-5600,2 x 48GB,,Black,16.429 ns,46.0,2,48,96
GOODRAM IRDM PRO 32 GB,,,DDR4-3600,2 x 16GB,,White,9.444 ns,17.0,2,16,32
GOODRAM IRDM PRO 16 GB,,,DDR4-3600,2 x 8GB,,Black / Gold,9.444 ns,17.0,2,8,16
ADATA XPG LANCER RGB 32 GB,,,DDR5-6000,1 x 32GB,,Black,10 ns,30.0,1,32,32
Netac Shadow II 16 GB,,,DDR4-2666,2 x 8GB,,Black,14.254 ns,19.0,2,8,16
Silicon Power SP064GBLVU560FD2AD 64 GB,,187.23,DDR5-5600,2 x 32GB,2.925,Black,16.429 ns,46.0,2,32,64
Lexar LD4AS016G-R3200CSST 16 GB,,,DDR4-3200,1 x 16GB,,Black,13.75 ns,22.0,1,16,16
GeIL EVO X II AMD 32 GB,,,DDR4-2400,2 x 16GB,,Black,15.833 ns,19.0,2,16,32
OLOy OWL RGB 64 GB,,,DDR4-3200,2 x 32GB,,White,10 ns,16.0,2,32,64
OLOy OWL RGB 64 GB,,,DDR4-3600,2 x 32GB,,Black,10 ns,18.0,2,32,64
G.Skill Ripjaws S5 64 GB,,,DDR5-6000,2 x 32GB,,White,10.667 ns,32.0,2,32,64
Silicon Power SP064GBLVU520F22 64 GB,,,DDR5-5200,2 x 32GB,,Black,16.154 ns,42.0,2,32,64
Silicon Power XPOWER Zenith Gaming 16 GB,,,DDR5-6000,1 x 16GB,,White,10 ns,30.0,1,16,16
Mushkin Redline Lumina 32 GB,,,DDR5-6800,2 x 16GB,,Black,9.412 ns,32.0,2,16,32
Mushkin Redline ST 32 GB,,,DDR4-3200,2 x 16GB,,Black,8.75 ns,14.0,2,16,32
OLOy Blade RGB 32 GB,,,DDR5-8000,2 x 16GB,,Black,9 ns,36.0,2,16,32
Acer Predator Vesta II RGB 32 GB,,,DDR5-6000,2 x 16GB,,Silver,10.667 ns,32.0,2,16,32
Acer Predator Hermes RGB 48 GB,,,DDR5-6800,2 x 24GB,,White,10.588 ns,36.0,2,24,48
Acer Predator Hermes RGB 48 GB,,,DDR5-7200,2 x 24GB,,Black,10 ns,36.0,2,24,48
Acer Predator Hermes RGB 32 GB,,,DDR5-6400,2 x 16GB,,White,10 ns,32.0,2,16,32
V-Color TRA516G56S836Q 64 GB,,380.99,DDR5-5600,4 x 16GB,5.953,White,12.857 ns,36.0,4,16,64
V-Color TRA524G56S836Q 96 GB,,514.99,DDR5-5600,4 x 24GB,5.364,White,12.857 ns,36.0,4,24,96
V-Color TRA532G64D832Q 128 GB,,829.99,DDR5-6400,4 x 32GB,6.484,White,10 ns,32.0,4,32,128
Corsair WS 128 GB,,1057.99,DDR5-5600,8 x 16GB,8.266,Black / Green,14.286 ns,40.0,8,16,128
Kingston FURY Renegade Pro 64 GB,,458.5,DDR5-6000,4 x 16GB,7.164,Black,10.667 ns,32.0,4,16,64
G.Skill Flare X5 64 GB,,,DDR5-5600,2 x 32GB,,Black,16.429 ns,46.0,2,32,64
Silicon Power XPOWER Storm RGB 32 GB,,,DDR5-8000,2 x 16GB,,Black,9.5 ns,38.0,2,16,32
Silicon Power XPOWER Storm RGB 32 GB,,,DDR5-6000,2 x 16GB,,White,10 ns,30.0,2,16,32
TEAMGROUP T-Create Expert 48 GB,,,DDR5-5600,2 x 24GB,,Black / Gold,12.857 ns,36.0,2,24,48
TEAMGROUP T-Force Xtreem 48 GB,,,DDR5-6800,2 x 24GB,,Pink,10 ns,34.0,2,24,48
TEAMGROUP T-Force DELTA\xce\xb1 RGB 8 GB,,,DDR5-6000,1 x 8GB,,Black,12.667 ns,38.0,1,8,8
TEAMGROUP T-Force Delta RGB 64 GB,,,DDR5-6000,2 x 32GB,,Black,11.333 ns,34.0,2,32,64
TEAMGROUP T-Force Delta RGB 32 GB,,,DDR5-5200,1 x 32GB,,Black,15.385 ns,40.0,1,32,32
TEAMGROUP T-Force Delta RGB 16 GB,,,DDR5-5200,2 x 8GB,,White,15.385 ns,40.0,2,8,16
TEAMGROUP T-Force Vulcan 16 GB,,,DDR5-5600,1 x 16GB,,Red,13.571 ns,38.0,1,16,16
TEAMGROUP T-Force Vulcan\xce\xb1 32 GB,,,DDR5-6000,2 x 16GB,,Black,10 ns,30.0,2,16,32
TEAMGROUP T-Create Classic 16 GB,,,DDR5-5600,1 x 16GB,,Black,16.429 ns,46.0,1,16,16
TEAMGROUP Xtreem ARGB 96 GB,,,DDR5-6800,2 x 48GB,,White,10.588 ns,36.0,2,48,96
TEAMGROUP Elite Plus 16 GB,,,DDR5-6400,1 x 16GB,,Black,16.25 ns,52.0,1,16,16
Klevv CRAS V RGB 32 GB,,,DDR5-6400,2 x 16GB,,Black,10 ns,32.0,2,16,32
Klevv CRAS V RGB 48 GB,,,DDR5-8000,2 x 24GB,,White,9.5 ns,38.0,2,24,48
Klevv CRAS V RGB 48 GB,,,DDR5-8400,2 x 24GB,,White,9.524 ns,40.0,2,24,48
Acer Predator Hera RGB 32 GB,,,DDR5-8200,2 x 16GB,,Silver,8.78 ns,36.0,2,16,32
Acer Predator Hera RGB 48 GB,,,DDR5-8200,2 x 24GB,,Silver,9.756 ns,40.0,2,24,48
Acer Predator Hera RGB 48 GB,,,DDR5-8400,2 x 24GB,,Silver / Black,9.524 ns,40.0,2,24,48
Acer Predator Hera RGB 48 GB,,,DDR5-8400,2 x 24GB,,Silver / Black,9.524 ns,40.0,2,24,48
Acer Predator Hera RGB 48 GB,,,DDR5-8400,2 x 24GB,,Silver,9.524 ns,40.0,2,24,48
G.Skill Ripjaws M5 Neo RGB 64 GB,,,DDR5-6000,2 x 32GB,,White,10.667 ns,32.0,2,32,64
Acer Predator Pallas II 32 GB,,,DDR5-8200,2 x 16GB,,Silver,8.78 ns,36.0,2,16,32
Biwin Black Opal HX100 64 GB,,,DDR5-6000,2 x 32GB,,Silver,10 ns,30.0,2,32,64
Biwin Black Opal DW100 RGB 64 GB,,,DDR5-6000,2 x 32GB,,White,10 ns,30.0,2,32,64
ADATA XPG Lancer Blade 64 GB,,,DDR5-5600,2 x 32GB,,White,16.429 ns,46.0,2,32,64
Patriot Signature Line 16 GB,,37.99,DDR5-4800,1 x 16GB,2.374,Black,19.167 ns,46.0,1,16,16
Kingston FURY Impact 16 GB,,52.25,DDR5-4800,2 x 8GB,3.266,Black,15.833 ns,38.0,2,8,16
Crucial CT2K8G3S160BM 16 GB,,28.55,DDR3-1600,2 x 8GB,1.784,Black / Green,13.75 ns,11.0,2,8,16
Patriot Signature Line 8 GB,,14.99,DDR4-2400,1 x 8GB,1.874,Green / Black,14.167 ns,17.0,1,8,8
G.Skill Ripjaws 8 GB,,18.98,DDR3-1600,1 x 8GB,2.373,,11.25 ns,9.0,1,8,8
G.Skill Ripjaws 16 GB,,29.99,DDR4-2666,2 x 8GB,1.874,Green,14.254 ns,19.0,2,8,16
Crucial CT2K8G4SFS8266 16 GB,5.0,37.59,DDR4-2666,2 x 8GB,2.349,Green / Black,14.254 ns,19.0,2,8,16
Corsair Vengeance RGB RT 64 GB,,,DDR4-3200,4 x 16GB,,White / Black,10 ns,16.0,4,16,64
Kingston ValueRAM 32 GB,,62.99,DDR4-3200,1 x 32GB,1.968,,13.75 ns,22.0,1,32,32
Crucial CT2KIT25664AC800 4 GB,,28.99,DDR2-800,2 x 2GB,7.247,Green,15 ns,6.0,2,2,4
Mushkin Essentials 8 GB,5.0,24.38,DDR3-1600,2 x 4GB,3.047,Green,13.75 ns,11.0,2,4,8
Mushkin Essentials 8 GB,,16.96,DDR3-1066,1 x 8GB,2.12,Green,13.133 ns,7.0,1,8,8
Samsung M393B2G70BH0-YH9 16 GB,,48.99,DDR3-1333,1 x 16GB,,Black / Green,13.503 ns,9.0,1,16,16
G.Skill Trident Z Neo 16 GB,5.0,,DDR4-3600,2 x 8GB,,Black / Silver,7.778 ns,14.0,2,8,16
G.Skill FA-10666CL9D-8GBSQ 8 GB,,,DDR3-1333,2 x 4GB,,Black / Green,13.503 ns,9.0,2,4,8
G.Skill Sniper X 32 GB,,64.36,DDR4-2400,2 x 16GB,2.011,Black / Camo,14.167 ns,17.0,2,16,32
Corsair Vengeance RGB 16 GB,4.0,109.91,DDR4-3000,2 x 8GB,6.869,White,10.667 ns,16.0,2,8,16
G.Skill Sniper X 64 GB,,171.09,DDR4-3600,4 x 16GB,2.673,Silver / Camo,10.556 ns,19.0,4,16,64
G.Skill Trident Z Royal 16 GB,5.0,,DDR4-3200,2 x 8GB,,Silver,8.75 ns,14.0,2,8,16
Corsair Dominator Platinum RGB 32 GB,4.0,167.99,DDR4-3200,4 x 8GB,5.25,Black,10 ns,16.0,4,8,32
G.Skill Trident Z RGB 32 GB,,249.0,DDR4-3733,2 x 16GB,7.781,Black,9.108 ns,17.0,2,16,32
G.Skill Trident Z Royal Elite 32 GB,5.0,,DDR4-3600,2 x 16GB,,Silver,7.778 ns,14.0,2,16,32
Mushkin Redline 96 GB,,224.99,DDR5-4800,2 x 48GB,2.344,Black,16.667 ns,40.0,2,48,96
G.Skill Zeta R5 Neo 64 GB,,469.99,DDR5-6000,4 x 16GB,,Black,10 ns,30.0,4,16,64
Kingston ValueRAM 4 GB,4.0,30.99,DDR3-1333,2 x 2GB,7.747,Green,13.503 ns,9.0,2,2,4
Corsair Vengeance 4 GB,5.0,,DDR3-1600,2 x 2GB,,Black / Silver,11.25 ns,9.0,2,2,4
Mushkin Essentials 8 GB,,21.27,DDR3-1600,2 x 4GB,2.659,Green,13.75 ns,11.0,2,4,8
G.Skill Ripjaws 8 GB,,22.56,DDR3-1866,1 x 8GB,2.82,,11.79 ns,11.0,1,8,8
Patriot Viper 3 Low Profile Black 16 GB,,120.18,DDR3-1866,2 x 8GB,7.511,Black / Silver,10.718 ns,10.0,2,8,16
Corsair Dominator Platinum 64 GB,,,DDR4-2400,8 x 8GB,,Black / Silver,12.5 ns,15.0,8,8,64
Kingston KVR1333D3E9SK2/16G 16 GB,,125.0,DDR3-1333,2 x 8GB,7.812,Green,13.503 ns,9.0,2,8,16
Kingston ValueRAM 48 GB,,74.98,DDR3-1600,3 x 16GB,1.562,Black / Green,13.75 ns,11.0,3,16,48
Corsair ValueSelect 4 GB,,24.98,DDR4-2133,1 x 4GB,6.245,Black / Yellow,14.065 ns,15.0,1,4,4
G.Skill Ripjaws 8 GB,,20.47,DDR4-2133,1 x 8GB,2.559,Black / Blue,14.065 ns,15.0,1,8,8
Kingston ValueRAM 8 GB,,49.99,DDR4-2400,1 x 8GB,6.249,Green / Black,14.167 ns,17.0,1,8,8
G.Skill Trident Z 16 GB,,149.0,DDR4-4133,2 x 8GB,9.312,Silver / Red,9.194 ns,19.0,2,8,16
Corsair Dominator Platinum RGB 64 GB,4.0,,DDR4-3600,4 x 16GB,,Black,8.889 ns,16.0,4,16,64
G.Skill Trident Z Neo 32 GB,,84.42,DDR4-3000,2 x 16GB,2.638,Silver / Black,10.667 ns,16.0,2,16,32
Patriot Signature Line 64 GB,,,DDR4-3200,2 x 32GB,,Black,13.75 ns,22.0,2,32,64
Corsair Vengeance RGB RT 16 GB,,65.98,DDR4-3200,2 x 8GB,4.124,White / Black,10 ns,16.0,2,8,16
Kingston Fury Renegade RGB 32 GB,,,DDR4-3200,2 x 16GB,,Black,10 ns,16.0,2,16,32
Kingston Server Premier 32 GB,,106.86,DDR4-2666,1 x 32GB,3.339,,14.254 ns,19.0,1,32,32
Mushkin Redline Lumina 32 GB,,,DDR4-3000,2 x 16GB,,Black,10.667 ns,16.0,2,16,32
Mushkin Redline Lumina 16 GB,,67.48,DDR4-4133,2 x 8GB,4.218,Black,9.194 ns,19.0,2,8,16
Mushkin Proline 8 GB,,30.07,DDR4-2400,1 x 8GB,3.759,,14.167 ns,17.0,1,8,8
G.Skill Trident Z RGB 64 GB,,679.0,DDR4-3600,8 x 8GB,10.609,,8.889 ns,16.0,8,8,64
TEAMGROUP Elite Plus 8 GB,,,DDR5-4800,1 x 8GB,,Black,16.667 ns,40.0,1,8,8
Timetec PINNACLE Konduit 32 GB,,54.99,DDR4-3200,1 x 32GB,1.718,Black,10 ns,16.0,1,32,32
G.Skill Zeta R5 64 GB,,617.38,DDR5-6400,4 x 16GB,9.647,Black / White,10 ns,32.0,4,16,64
Kingston FURY 16 GB,,96.76,DDR5-5600,1 x 16GB,6.048,White,14.286 ns,40.0,1,16,16
Acer Predator Hermes RGB 32 GB,,,DDR5-6800,2 x 16GB,,Silver,9.412 ns,32.0,2,16,32
V-Color TRA516G70S834Q 64 GB,,679.99,DDR5-7000,4 x 16GB,10.625,White,9.714 ns,34.0,4,16,64
V-Color TRA524G60S832Q 96 GB,,554.99,DDR5-6000,4 x 24GB,5.781,White,10.667 ns,32.0,4,24,96
Lexar Ares RGB 2nd Gen 48 GB,,,DDR5-7600,2 x 24GB,,Black,10 ns,38.0,2,24,48
Corsair VS2GB800D2 2 GB,,,DDR2-800,1 x 2GB,,Green,12.5 ns,5.0,1,2,2
Crucial CT12864BA1339 1 GB,,,DDR3-1333,1 x 1GB,,Green,13.503 ns,9.0,1,1,1
Crucial CT2CP25672AA667 4 GB,,,DDR2-667,2 x 2GB,,Green,14.993 ns,5.0,2,2,4
Kingston ValueRAM 1 GB,,24.95,DDR2-533,1 x 1GB,24.95,Green,15.009 ns,4.0,1,1,1
OCZ Value 1 GB,,34.95,DDR2-667,1 x 1GB,34.95,Green,14.993 ns,5.0,1,1,1
OCZ Gold 2 GB,,,DDR2-800,2 x 1GB,,Black / Yellow,12.5 ns,5.0,2,1,2
Corsair XMS3 4 GB,,,DDR3-1600,2 x 2GB,,Black / Blue,8.75 ns,7.0,2,2,4
Corsair Dominator GT 6 GB,,,DDR3-2000,3 x 2GB,,Black / Red,8 ns,8.0,3,2,6
Corsair CMV4GX3M2A1333C9 4 GB,4.0,,DDR3-1333,2 x 2GB,,Black / Silver,13.503 ns,9.0,2,2,4
Corsair Vengeance 8 GB,4.5,,DDR3-1600,2 x 4GB,,Black / Silver,11.25 ns,9.0,2,4,8
Crucial Ballistix Tracer 2 GB,,,DDR3-1600,1 x 2GB,,Red / Silver,10 ns,8.0,1,2,2
Crucial Ballistix Tracer 6 GB,,,DDR3-1600,3 x 2GB,,Red / Silver,10 ns,8.0,3,2,6
PNY XLR8 4 GB,3.0,,DDR3-1600,2 x 2GB,,Black / Silver,10 ns,8.0,2,2,4
Corsair XMS3 4 GB,5.0,36.33,DDR3-1600,1 x 4GB,9.082,Black / Blue,11.25 ns,9.0,1,4,4
GeIL Value PLUS 8 GB,,,DDR3-1600,2 x 4GB,,Black / Silver,11.25 ns,9.0,2,4,8
OCZ Reaper HPC R2 6 GB,,,DDR3-1600,3 x 2GB,,Black / Silver,8.75 ns,7.0,3,2,6
Wintec AMPX 4 GB,,,DDR3-1600,2 x 2GB,,Black / Silver,10 ns,8.0,2,2,4
Corsair XMS3 12 GB,5.0,,DDR3-1333,3 x 4GB,,Black / White,13.503 ns,9.0,3,4,12
Crucial Ballistix Tracer 4 GB,,,DDR3-1333,2 x 2GB,,Green / Silver,10.503 ns,7.0,2,2,4
Kingston HyperX T1 8 GB,,,DDR3-2133,4 x 2GB,,Blue,8.439 ns,9.0,4,2,8
Kingston HyperX T1 6 GB,,,DDR3-1800,3 x 2GB,,Blue,10 ns,9.0,3,2,6
G.Skill Ripjaws X 4 GB,4.5,,DDR3-1333,2 x 2GB,,Black / Blue,12.003 ns,8.0,2,2,4
G.Skill Ripjaws X 8 GB,4.5,,DDR3-1333,2 x 4GB,,Black / Blue,10.503 ns,7.0,2,4,8
G.Skill Ripjaws 12 GB,5.0,,DDR3-1333,3 x 4GB,,Black / Red,13.503 ns,9.0,3,4,12
G.Skill Ripjaws 16 GB,5.0,,DDR3-1333,4 x 4GB,,Black / Red,13.503 ns,9.0,4,4,16
Corsair XMS3 12 GB,,,DDR3-2000,3 x 4GB,,Black / White,9 ns,9.0,3,4,12
Patriot Viper Xtreme 8 GB,,98.03,DDR3-2000,2 x 4GB,12.254,Black / Silver,9 ns,9.0,2,4,8
OCZ Gold 6 GB,,,DDR3-2000,3 x 2GB,,Black / Gold,10 ns,10.0,3,2,6
Mushkin SP 6 GB,,,DDR3-1333,3 x 2GB,,Green,13.503 ns,9.0,3,2,6
Patriot Signature 1 GB,,,DDR3-1333,1 x 1GB,,Green,13.503 ns,9.0,1,1,1
Crucial CT2KIT12864BA1067 2 GB,,,DDR3-1066,2 x 1GB,,Green,13.133 ns,7.0,2,1,2
Kingston HyperX 24 GB,,,DDR3-1600,6 x 4GB,,Blue / Silver,11.25 ns,9.0,6,4,24
Patriot Signature 4 GB,,,DDR3-1600,2 x 2GB,,Green,11.25 ns,9.0,2,2,4
Patriot Signature 8 GB,4.5,,DDR3-1600,2 x 4GB,,Green,13.75 ns,11.0,2,4,8
G.Skill Ripjaws X 8 GB,4.5,,DDR3-1600,2 x 4GB,,Black / Blue,10 ns,8.0,2,4,8
Kingston KHX1600C9D3K2/8G 8 GB,4.5,,DDR3-1600,2 x 4GB,,Blue / Silver,11.25 ns,9.0,2,4,8
Kingston HyperX Grey 8 GB,4.5,,DDR3-1600,2 x 4GB,,Gray / Silver,11.25 ns,9.0,2,4,8
Corsair XMS 8 GB,3.0,,DDR3-1333,2 x 4GB,,Black / Blue,13.503 ns,9.0,2,4,8
Corsair Vengeance 4 GB,5.0,,DDR3-1600,2 x 2GB,,Black / Blue,11.25 ns,9.0,2,2,4
Crucial Ballistix Sport 4 GB,4.0,,DDR3-1600,1 x 4GB,,Black / Silver,12.5 ns,10.0,1,4,4
Mushkin Ridgeback 8 GB,,,DDR3-1600,2 x 4GB,,Black,10 ns,8.0,2,4,8
Kingston KHX1600C9D3P1K2/8G 8 GB,4.5,,DDR3-1600,2 x 4GB,,Gray / Silver,11.25 ns,9.0,2,4,8
ADATA Premier 8 GB,4.0,,DDR3-1333,2 x 4GB,,Blue / Silver,13.503 ns,9.0,2,4,8
Kingston ValueRAM 1 GB,,40.77,DDR2-533,1 x 1GB,40.77,Green,15.009 ns,4.0,1,1,1
Samsung MV-2V1G4D/US 2 GB,,36.65,DDR2-800,2 x 1GB,,Black,15 ns,6.0,2,1,2
Corsair Dominator GT 8 GB,5.0,,DDR3-1866,2 x 4GB,,Black / Red,9.646 ns,9.0,2,4,8
Corsair CMV8GX3M2A1333C9 8 GB,4.0,42.99,DDR3-1333,2 x 4GB,5.374,Green,13.503 ns,9.0,2,4,8
ADATA Premier 4 GB,4.0,,DDR3-1333,1 x 4GB,,Green,13.503 ns,9.0,1,4,4
Kingston KHX1866C9D3K3/12GX 12 GB,,,DDR3-1866,3 x 4GB,,Blue / Silver,9.646 ns,9.0,3,4,12
G.Skill Ripjaws X 16 GB,,156.53,DDR3-1600,4 x 4GB,9.783,Black / Blue,11.25 ns,9.0,4,4,16
ADATA XPG Gaming 16 GB,,,DDR3-1333,2 x 8GB,,Black / Silver,13.503 ns,9.0,2,8,16
Crucial CT2KIT25664BD160B 4 GB,,,DDR3-1600,2 x 2GB,,Green,13.75 ns,11.0,2,2,4
Crucial CT2KIT102464BA1339 16 GB,,,DDR3-1333,2 x 8GB,,Green,13.503 ns,9.0,2,8,16
G.Skill Ripjaws Z 16 GB,3.5,,DDR3-1600,4 x 4GB,,Black / Red,11.25 ns,9.0,4,4,16
G.Skill Ripjaws Z 16 GB,4.5,,DDR3-2133,4 x 4GB,,Black / Blue,8.439 ns,9.0,4,4,16
G.Skill Ripjaws Z 16 GB,5.0,,DDR3-2133,4 x 4GB,,Black / Red,10.314 ns,11.0,4,4,16
G.Skill Ripjaws Z 8 GB,,,DDR3-1600,4 x 2GB,,Black / Blue,10 ns,8.0,4,2,8
Corsair Vengeance 16 GB,5.0,,DDR3-1866,4 x 4GB,,Black / Red,9.646 ns,9.0,4,4,16
Corsair Vengeance 4 GB,,,DDR3-1600,1 x 4GB,,Black / Gold,11.25 ns,9.0,1,4,4
G.Skill Sniper 8 GB,5.0,,DDR3-2133,2 x 4GB,,Black / Red,8.439 ns,9.0,2,4,8
G.Skill Ripjaws Z 16 GB,4.0,,DDR3-2400,4 x 4GB,,Black / Blue,7.5 ns,9.0,4,4,16
G.Skill Ripjaws Z 8 GB,4.0,,DDR3-1600,4 x 2GB,,Black / Red,11.25 ns,9.0,4,2,8
Kingston KHX1600C9D3K8/32GX 32 GB,4.0,,DDR3-1600,8 x 4GB,,Blue / Silver,11.25 ns,9.0,8,4,32
Corsair Dominator GT 16 GB,5.0,,DDR3-2133,4 x 4GB,,Black / Red,8.439 ns,9.0,4,4,16
Mushkin Silverline 24 GB,,,DDR3-1333,3 x 8GB,,Gray / Silver,13.503 ns,9.0,3,8,24
Crucial Ballistix Sport 4 GB,4.0,,DDR3-1333,1 x 4GB,,Black / Silver,13.503 ns,9.0,1,4,4
Crucial Ballistix 2 GB,,,DDR3-1333,1 x 2GB,,Black / Yellow,10.503 ns,7.0,1,2,2
Wintec Value 4 GB,,,DDR3-1333,2 x 2GB,,Green,13.503 ns,9.0,2,2,4
Corsair Vengeance LP 4 GB,5.0,,DDR3-1600,1 x 4GB,,Black / Yellow,11.25 ns,9.0,1,4,4
G.Skill Ares 8 GB,4.5,53.37,DDR3-2133,2 x 4GB,6.671,Black / Blue,8.439 ns,9.0,2,4,8
G.Skill Ares 32 GB,5.0,,DDR3-1866,4 x 8GB,,Black / Blue,10.718 ns,10.0,4,8,32
Kingston HyperX 16 GB,5.0,,DDR3-1866,4 x 4GB,,Blue / Silver,9.646 ns,9.0,4,4,16
G.Skill Ripjaws X 8 GB,,,DDR3-1866,4 x 2GB,,,8.574 ns,8.0,4,2,8
Corsair Vengeance 16 GB,4.5,,DDR3-1866,2 x 8GB,,Black / Silver,9.646 ns,9.0,2,8,16
Corsair Vengeance 16 GB,4.5,,DDR3-1866,2 x 8GB,,Black / Silver,9.646 ns,9.0,2,8,16
Crucial Ballistix Elite 6 GB,,,DDR3-1600,3 x 2GB,,Black / Silver,10 ns,8.0,3,2,6
Corsair XMS 16 GB,4.5,,DDR3-1333,2 x 8GB,,Black / Silver,13.503 ns,9.0,2,8,16
Corsair Vengeance 8 GB,4.5,,DDR3-2133,2 x 4GB,,Black / Blue,8.439 ns,9.0,2,4,8
Corsair Vengeance 16 GB,5.0,,DDR3-2133,4 x 4GB,,Black / Blue,8.439 ns,9.0,4,4,16
"Patriot Viper Xtreme Series, Division 2  16 GB",,,DDR3-1866,2 x 8GB,,Black / Silver,9.646 ns,9.0,2,8,16
Kingston KHX16C9P1K2/16 16 GB,4.0,,DDR3-1600,2 x 8GB,,Black / Silver,11.25 ns,9.0,2,8,16
G.Skill Trident X 16 GB,5.0,,DDR3-2666,2 x 8GB,,Black / Red,8.252 ns,11.0,2,8,16
Corsair Vengeance LP 16 GB,,,DDR3-1866,4 x 4GB,,Black / Yellow,9.646 ns,9.0,4,4,16
Patriot Viper 3 32 GB,,,DDR3-1600,4 x 8GB,,Black / Silver,12.5 ns,10.0,4,8,32
Corsair Vengeance 64 GB,3.0,,DDR3-1600,8 x 8GB,,Black / Silver,11.25 ns,9.0,8,8,64
"Patriot Intel Extreme Master, Limited Ed 8 GB",4.0,,DDR3-1866,2 x 4GB,,Black / Blue,9.646 ns,9.0,2,4,8
Corsair Dominator Platinum 32 GB,4.5,,DDR3-1866,4 x 8GB,,Black / Silver,9.646 ns,9.0,4,8,32
Corsair Vengeance 16 GB,,,DDR3-2400,4 x 4GB,,Black / Red,7.5 ns,9.0,4,4,16
Corsair CMV4GX3M1A1600C11 4 GB,5.0,31.98,DDR3-1600,1 x 4GB,7.995,Green,13.75 ns,11.0,1,4,4
Corsair Dominator Platinum 64 GB,,,DDR3-2133,8 x 8GB,,Black / Silver,8.439 ns,9.0,8,8,64
Mushkin Essentials 8 GB,,,DDR2-800,2 x 4GB,,Green,15 ns,6.0,2,4,8
GeIL EVO VELOCE 16 GB,,,DDR3-1866,2 x 8GB,,Red / Silver,9.646 ns,9.0,2,8,16
Corsair Vengeance LP 8 GB,5.0,,DDR3-1600,1 x 8GB,,Black / Blue,12.5 ns,10.0,1,8,8
ADATA XPG Gaming 16 GB,4.5,,DDR3-1600,2 x 8GB,,Black / Silver,11.25 ns,9.0,2,8,16
Crucial Ballistix Tactical 32 GB,5.0,,DDR3-1600,4 x 8GB,,Black / Yellow,10 ns,8.0,4,8,32
G.Skill Ripjaws Z 16 GB,4.5,,DDR3-1866,2 x 8GB,,Black / Blue,9.646 ns,9.0,2,8,16
G.Skill Trident X 32 GB,5.0,,DDR3-1866,4 x 8GB,,Black / Red,8.574 ns,8.0,4,8,32
G.Skill Trident X 16 GB,,,DDR3-2400,4 x 4GB,,Black / Red,7.5 ns,9.0,4,4,16
Crucial Ballistix Tactical 8 GB,4.5,,DDR3-1600,2 x 4GB,,Black / Yellow,10 ns,8.0,2,4,8
G.Skill NS 4 GB,4.0,18.54,DDR3-1600,1 x 4GB,4.635,Black,13.75 ns,11.0,1,4,4
G.Skill NS 4 GB,4.0,18.38,DDR3-1333,1 x 4GB,4.595,Black,13.503 ns,9.0,1,4,4
Corsair Dominator Platinum 16 GB,,,DDR3-2666,4 x 4GB,,Black / Silver,7.502 ns,10.0,4,4,16
Crucial Ballistix Sport 8 GB,4.5,,DDR3-1600,2 x 4GB,,Black / Silver,11.25 ns,9.0,2,4,8
Kingston HyperX Beast 32 GB,,,DDR3-1600,4 x 8GB,,Black,11.25 ns,9.0,4,8,32
Corsair Vengeance LP 16 GB,4.5,,DDR3-1866,2 x 8GB,,Black / Yellow,10.718 ns,10.0,2,8,16
Kingston XMP 10th Anniversary 32 GB,,,DDR3-1600,4 x 8GB,,Gray / Silver,11.25 ns,9.0,4,8,32
Kingston HyperX 10th Anniversary 8 GB,,,DDR3-1600,1 x 8GB,,Gray / Silver,11.25 ns,9.0,1,8,8
Kingston KVR13N9S8K2/8 8 GB,4.5,49.99,DDR3-1333,2 x 4GB,6.249,Green,13.503 ns,9.0,2,4,8
Patriot Signature 8 GB,4.0,,DDR3-1333,2 x 4GB,,Green,13.503 ns,9.0,2,4,8
GeIL EVO Leggara 32 GB,,,DDR3-1600,4 x 8GB,,Black / Green,11.25 ns,9.0,4,8,32
G.Skill Ares 16 GB,5.0,116.33,DDR3-2133,2 x 8GB,7.271,Black / Blue,9.376 ns,10.0,2,8,16
G.Skill Ripjaws X 8 GB,4.5,,DDR3-2133,2 x 4GB,,Black / Blue,9.376 ns,10.0,2,4,8
Corsair Vengeance Pro 8 GB,4.5,,DDR3-2133,2 x 4GB,,Black / Silver,10.314 ns,11.0,2,4,8
Crucial Ballistix Sport XT 8 GB,,,DDR3-1600,1 x 8GB,,Blue / Silver,11.25 ns,9.0,1,8,8
AMD RG2133 Gamer 16 GB,4.0,220.99,DDR3-2133,4 x 4GB,13.812,,9.376 ns,10.0,4,4,16
Crucial Ballistix Tactical 16 GB,5.0,,DDR3-1866,2 x 8GB,,Black / Yellow,9.646 ns,9.0,2,8,16
