title,rating,price,capacity,price_per_gb,type,cache,form_factor,interface,cache_gb,capacity_gb
Crucial T705 W/Heatsink,,152.99,1 TB,0.153,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,1000.0
Seagate IronWolf Pro NAS,,294.99,16 TB,0.018,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,16000.0
TEAMGROUP MS30,,91.99,2 TB,0.046,SSD,,M.2-2280,M.2 SATA,,2000.0
Kingston NV2,4.0,,250 GB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,250.0
Silicon Power US75,5.0,67.98,1 TB,0.068,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
MSI SPATIUM M461,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
FanXiang S500 Pro,,39.99,512 GB,0.078,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
Inland Performance Plus,5.0,74.98,1 TB,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Kingston A2000,4.5,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
Crucial T500 W/Heatsink,,132.99,2 TB,0.066,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Western Digital Black SN850,4.5,127.99,1 TB,0.128,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Samsung 860 Pro,4.0,936.15,4 TB,0.234,SSD,4096 MB,"2.5""",SATA 6.0 Gb/s,4.096,4000.0
Patriot Viper VP4300,5.0,124.99,2 TB,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
PNY CS2241,4.0,58.99,1 TB,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Western Digital Blue SA510,3.0,242.49,4 TB,0.061,SSD,,"2.5""",SATA 6.0 Gb/s,,4000.0
Western Digital Green,,59.21,1 TB,0.059,SSD,,"2.5""",SATA 6.0 Gb/s,,1000.0
TEAMGROUP Cardea A440,4.5,129.99,2 TB,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
TEAMGROUP T-Force Cardea A440 Pro,4.5,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Western Digital Black SN750 SE,4.5,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Acer Predator GM7,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Samsung 970 Pro,4.5,399.99,1 TB,0.4,SSD,1024 MB,M.2-2280,M.2 PCIe 3.0 X4,1.024,1000.0
Western Digital Green SN350,3.0,114.99,2 TB,0.057,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,2000.0
Sabrent Rocket Q,5.0,,8 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,8000.0
Crucial T500,,72.98,500 GB,0.146,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,500.0
Western Digital Red Pro,5.0,419.99,20 TB,0.021,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,20000.0
Western Digital WD Blue,4.5,44.99,1 TB,0.045,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,1000.0
Silicon Power A55,5.0,30.97,512 GB,0.06,SSD,,M.2-2280,M.2 SATA,,512.0
Seagate Exos X18,,279.0,16 TB,0.017,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,16000.0
Silicon Power US75,,229.99,4 TB,0.057,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
Samsung 970 Evo,4.5,257.0,2 TB,0.129,SSD,2048 MB,M.2-2280,M.2 PCIe 3.0 X4,2.048,2000.0
Kingston KC600,5.0,33.18,256 GB,0.13,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
Samsung 850 Evo,4.5,199.99,1 TB,0.2,SSD,,"2.5""",SATA 6.0 Gb/s,,1000.0
Seagate FireCuda 530,4.5,93.98,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Western Digital WD Blue,,119.99,6 TB,0.02,5400 RPM,256 MB,"3.5""",SATA 3.0 Gb/s,0.256,6000.0
TEAMGROUP T-Force Vulcan Z,,95.99,2 TB,0.048,SSD,,"2.5""",SATA 6.0 Gb/s,,2000.0
Crucial T700 W/Heatsink,5.0,249.99,2 TB,0.125,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,2000.0
Seagate IronWolf Pro NAS,5.0,399.99,22 TB,,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,22000.0
Toshiba P300,4.5,,1 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,1000.0
Western Digital WD_BLACK,,179.99,8 TB,0.022,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,8000.0
SK Hynix Gold P31,5.0,169.99,2 TB,0.085,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,2000.0
SanDisk SSD PLUS,4.5,39.99,480 GB,0.083,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
TEAMGROUP MP44Q,,113.99,2 TB,0.057,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Kingston NV1,4.5,59.26,500 GB,0.119,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,500.0
KingSpec NX-2280,4.5,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
Patriot P220,,13.49,128 GB,0.105,SSD,,"2.5""",SATA 6.0 Gb/s,,128.0
Samsung 860 Evo,4.5,239.99,2 TB,0.12,SSD,2048 MB,"2.5""",SATA 6.0 Gb/s,2.048,2000.0
Crucial T500 W/Heatsink,5.0,79.98,1 TB,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
TEAMGROUP T-FORCE G50,,214.99,4 TB,0.054,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
Seagate EXOS Enterprise,,107.0,4 TB,0.027,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,0.128,4000.0
Western Digital SE,3.5,54.49,2 TB,0.027,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
Enmotus FuzeDrive,,,1.55 TB,,SSD,131072 MB,M.2-2280,M.2 PCIe 3.0 X4,131.072,1550.0
Crucial T705 W/Heatsink Limited Edition,5.0,355.98,2 TB,0.178,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,2000.0
Silicon Power SU128GBSS3A55S25AE,4.5,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,128.0
Sabrent Rocket 5,5.0,189.99,1 TB,0.19,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,1000.0
Corsair MP600 CORE XT R2,,71.5,1 TB,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
TEAMGROUP T-FORCE G70 PRO Graphene,,74.98,1 TB,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Western Digital AV-25,,29.98,1 TB,0.03,5400 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,1000.0
SanDisk SSD PLUS,,62.99,1 TB,0.063,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
XOC Nitro,,27.33,512 GB,0.053,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
Acer Predator GM7000,,,4 TB,,SSD,4096 MB,M.2-2280,M.2 PCIe 4.0 X4,4.096,4000.0
Timetec 35TTFP6PCIE,4.0,33.99,512 GB,0.066,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
Lexar NM620,,68.75,256 GB,0.269,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,256.0
Seagate Surveillance HDD,3.0,,1 TB,,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,1000.0
Corsair MP700 PRO SE with Air Cooler,,559.99,4 TB,0.14,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,4000.0
Kingston NV2,5.0,252.77,4 TB,0.063,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
Western Digital WD_BLACK,4.5,274.14,8 TB,0.034,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,0.128,8000.0
Asus ROG Strix SQ7,,,1 TB,,SSD,1024 MB,M.2-2280,M.2 PCIe 4.0 X4,1.024,1000.0
Seagate SkyHawk Surveillance,4.0,97.0,4 TB,0.024,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,4000.0
Seagate IronWolf NAS,,287.02,8 TB,0.036,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,8000.0
Intel 660p,4.5,71.98,512 GB,0.141,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
TEAMGROUP GX2,4.5,32.99,512 GB,0.064,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
Kingston NV1,4.0,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
Acer FA100,,37.99,512 GB,0.074,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
Western Digital Black,4.5,125.0,4 TB,0.031,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,4000.0
ADATA Legend 710,,68.29,1 TB,0.068,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
Western Digital Blue,5.0,55.1,1 TB,0.055,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,1000.0
Patriot Burst Elite,,17.98,240 GB,0.075,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Patriot P310,,21.99,240 GB,0.092,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,240.0
Corsair MP600 PRO LPX,,799.99,8 TB,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,8000.0
Western Digital WD_BLACK SN7100,,299.99,4 TB,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
FanXiang S880,5.0,69.98,1 TB,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Crucial P310 w/Heatsink,,79.99,1 TB,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Kingston FURY Renegade G5,,603.19,4.096 TB,0.147,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,4096.0
TEAMGROUP T-FORCE GA PRO,,95.99,1 TB,0.096,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,1000.0
Seagate IronWolf NAS,5.0,270.0,10 TB,0.027,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,10000.0
Seagate IronWolf Pro,5.0,288.5,14 TB,0.021,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,14000.0
ADATA XPG GAMMIX S70 Blade,5.0,249.99,4 TB,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
MSI SPATIUM M570 HS,4.5,364.49,2 TB,0.182,SSD,4096 MB,M.2-2280,M.2 PCIe 5.0 X4,4.096,2000.0
Seagate ST4000NM0024,5.0,122.49,4 TB,0.031,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,0.128,4000.0
PNY CS900,5.0,21.99,250 GB,0.088,SSD,,"2.5""",SATA 6.0 Gb/s,,250.0
Orico D10,,59.99,1 TB,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
Corsair MP600 PRO LPX,4.5,169.99,2 TB,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Acer FA100,,27.99,256 GB,0.109,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,256.0
Samsung 970 Evo,4.5,,250 GB,,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,0.512,250.0
TEAMGROUP MP33 PRO,,109.99,2 TB,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,2000.0
MSI SPATIUM M470 PRO,,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Seagate BarraCuda,3.5,68.98,1 TB,0.069,5400 RPM,128 MB,"2.5""",SATA 6.0 Gb/s,0.128,1000.0
Samsung 960 Pro,5.0,689.95,2 TB,0.345,SSD,2048 MB,M.2-2280,M.2 PCIe 3.0 X4,2.048,2000.0
Intel 750,,2488.87,1.2 TB,2.074,SSD,,PCIe,PCIe x4,,1200.0
Seagate BarraCuda,4.0,29.99,500 GB,0.06,7200 RPM,16 MB,"3.5""",SATA 6.0 Gb/s,0.016,500.0
Samsung 850 Pro,4.5,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
Hitachi 0F23663,,985.0,6 TB,0.164,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,0.128,6000.0
Crucial P5 Plus,5.0,109.22,500 GB,0.218,SSD,1024 MB,M.2-2280,M.2 PCIe 4.0 X4,1.024,500.0
Sabrent Rocket 4 Plus,4.5,474.99,4 TB,0.119,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
Silicon Power UD85,4.5,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
ADATA LEGEND 900,5.0,126.34,2 TB,0.063,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
MSI SPATIUM M470 PRO,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Toshiba MG08,,299.29,16 TB,0.019,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,16000.0
Western Digital DC HC530,5.0,287.63,14 TB,0.021,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,14000.0
Patriot Burst Elite,,27.79,480 GB,0.058,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Western Digital WD_BLACK,4.5,,1 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,1000.0
Seagate Exos X16,,398.0,16 TB,0.025,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,16000.0
TEAMGROUP T-FORCE Z44A7,5.0,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Solidigm P41 Plus,4.5,99.95,1 TB,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
SK Hynix Gold P31,4.5,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
Solidigm P44 Pro,4.5,249.0,2 TB,0.124,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Patriot P400 Lite,,28.99,250 GB,0.116,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,250.0
Crucial MX500,4.5,,250 GB,,SSD,256 MB,"2.5""",SATA 6.0 Gb/s,0.256,250.0
Samsung 960 Evo,4.5,167.95,500 GB,0.336,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,0.512,500.0
Seagate IronWolf NAS,,159.99,6 TB,0.027,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,6000.0
Seagate FireCuda 530R,,84.99,1 TB,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
TEAMGROUP CX2,4.5,52.99,1 TB,0.053,SSD,,"2.5""",SATA 6.0 Gb/s,,1000.0
Western Digital WD_BLACK SN7100,,59.99,500 GB,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,500.0
Corsair MP600 PRO LPX,4.5,94.99,1 TB,0.095,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Lexar NM610PRO,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
TEAMGROUP AX2,5.0,52.99,1 TB,0.053,SSD,,"2.5""",SATA 6.0 Gb/s,,1000.0
Western Digital Blue,4.0,38.99,1 TB,0.039,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s,0.008,1000.0
SanDisk SSD PLUS,5.0,119.99,2 TB,0.06,SSD,,"2.5""",SATA 6.0 Gb/s,,2000.0
Western Digital Red Pro,5.0,319.99,18 TB,0.018,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,18000.0
Kingston Fury Renegade with Heat Sink,,174.66,2 TB,0.087,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
HP EX900 Plus,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
PNY CS1030,5.0,62.99,1 TB,0.063,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
Seagate Surveillance HDD,,306.38,8 TB,0.038,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,8000.0
Seagate Enterprise Capacity,4.5,295.49,10 TB,0.03,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,10000.0
Intel 670p,4.0,89.0,512 GB,0.174,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
Western Digital Gold,5.0,594.45,20 TB,0.03,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,20000.0
ADATA LEGEND 800 GOLD,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Western Digital Red Pro,,153.99,4 TB,0.038,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,4000.0
Transcend TS8GPSD520,,,8 GB,,SSD,,"2.5""",PATA 44-Pin 100,,8.0
Hitachi Ultrastar 7K6000,,75.12,4 TB,0.019,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,0.128,4000.0
Inland TN450,5.0,59.99,1 TB,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
TEAMGROUP T-Force Cardea Z540,4.0,219.99,2 TB,0.11,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,2000.0
PNY CS1030,,43.98,500 GB,0.088,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,500.0
Crucial MX500,4.5,,4 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,,4000.0
Seagate ST500LM000,3.5,19.29,500 GB,0.039,Hybrid,64 MB,"2.5""",SATA 6.0 Gb/s,0.064,500.0
Sabrent Rocket 4 Plus G,,698.26,4 TB,0.175,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
Corsair MP700 Elite w/Heatsink,5.0,209.99,2 TB,0.105,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,2000.0
Klevv CRAS C910,5.0,,4 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
SanDisk SSD PLUS,,42.99,500 GB,0.086,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,500.0
Seagate Surveillance HDD,,,1 TB,,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,1000.0
Western Digital SN530,5.0,48.95,512 GB,0.096,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
Kingston A2000,4.5,89.99,250 GB,0.36,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,250.0
Seagate BarraCuda Q5,5.0,62.5,1 TB,0.062,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
Seagate BarraCuda Pro Compute,4.5,59.99,1 TB,0.06,7200 RPM,128 MB,"2.5""",SATA 6.0 Gb/s,0.128,1000.0
Seagate IronWolf Pro,,199.99,10 TB,0.02,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,10000.0
KingSpec NX-2280,,,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
ADATA LEGEND 900,,75.98,1 TB,0.076,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
ADATA XPG SPECTRIX S40G RGB,4.0,49.0,512 GB,0.096,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
Lenovo S4520,,605.74,1.92 TB,0.315,SSD,,"2.5""",SATA 6.0 Gb/s,,1920.0
Western Digital Ultrastar DC HC520,,214.0,12 TB,0.018,7200 RPM,,"3.5""",SATA 6.0 Gb/s,,12000.0
KIOXIA EXCERIA,4.0,39.68,480 GB,0.083,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
ADATA XPG GAMMIX S11 Pro,4.5,124.4,1 TB,0.124,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
Corsair MP600 Force Series Gen4,4.5,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
Toshiba DT01ACA200,4.0,,2 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
PNY CS3140,5.0,68.99,1 TB,0.069,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
SanDisk SSD PLUS,,114.99,2 TB,0.057,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,2000.0
Corsair MP600 PRO XT,5.0,174.99,2 TB,0.087,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Western Digital Blue,4.0,69.99,3 TB,0.023,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,3000.0
Solidigm P41 Plus,4.5,135.49,2 TB,0.068,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
ADATA XPG SX8200 Pro,4.5,109.46,512 GB,0.214,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
PNY CS2241,,106.99,2 TB,0.053,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Western Digital Blue,5.0,149.99,8 TB,0.019,5640 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,0.128,8000.0
Kingston SSDNow V300,4.5,124.46,120 GB,1.037,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
SanDisk Extreme,5.0,124.99,2 TB,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Western Digital WD_BLACK,4.0,237.05,6 TB,0.04,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,0.128,6000.0
Lexar NS100,5.0,44.97,512 GB,0.088,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
Seagate FireCuda 540,5.0,242.94,2 TB,,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,2000.0
ADATA XPG GAMMIX S50 Core,,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
ADATA SU800,4.5,63.57,512 GB,0.124,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
FanXiang S660,,98.31,2 TB,0.049,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
